estado,cidade,bairro,endereco,preco,avaliacao,desconto,modalidade,descricao,link,foto,first_time_seen,not_seen_since
MA,SENADOR ALEXANDRE COSTA,CENTRO,"RUA SAO FRANCISCO, N. 45",48215.4,87000.0,44.58,Venda Direta Online,"Casa, 0.00 de área total, 80.40 de área privativa, 0.00 de área do terreno, 2 qto(s), a.serv, WC, 1 sala(s), cozinha.",8444404932798,Ver foto,2021-08-22,2021-09-03
MA,SENADOR ALEXANDRE COSTA,CENTRO,"RUA SAO VICENTE, N. 363",48843.32,88133.0,44.58,Venda Direta Online,"Casa, 0.00 de área total, 91.85 de área privativa, 0.00 de área do terreno, 2 qto(s), 1 suite(s), WC, 2 sala(s), cozinha, 1 vaga(s) de garagem.",8444404612793,Ver foto,2021-08-22,2021-09-03
MA,SENADOR ALEXANDRE COSTA,CENTRO,"RUA VESPASIANO RAMOS, N. 239",67830.01,105000.0,35.4,Venda Direta Online,"Casa, 0.00 de área total, 105.09 de área privativa, 380.00 de área do terreno, 4 qto(s), WC, 2 sala(s), cozinha.",1444401098756,Ver foto,2021-08-22,2021-09-03
MA,SENADOR ALEXANDRE COSTA,CENTRO,"RUA VESPAZIANO RAMOS, N. 36",82688.0,128000.0,35.4,Venda Direta Online,"Casa, 0.00 de área total, 119.00 de área privativa, 0.00 de área do terreno, 2 qto(s), 1 suite(s), WC, 2 sala(s), cozinha, 1 vaga(s) de garagem.",1444404977572,Ver foto,2021-08-22,2021-09-03
MA,SENADOR ALEXANDRE COSTA,,"R SÃO RAIMUNDO, N. 405",58745.2,106000.0,44.58,Venda Direta Online,"Casa, 0.00 de área total, 128.00 de área privativa, 0.00 de área do terreno, 2 qto(s), 1 suite(s), WC, 1 sala(s), cozinha.",8444409383393,Ver foto,2021-08-22,2021-09-03
MA,SERRANO DO MARANHAO,CENTRO,"RUA UIRAPURU, N. 267",242250.0,375000.0,35.4,Venda Direta Online,"Casa, 0.00 de área total, 472.35 de área privativa, 4095.00 de área do terreno, 2 qto(s), varanda, 2 suite(s), WC, 1 sala(s), DCE.",1444400238732,Ver foto,2021-08-22,2021-09-03
MA,SUCUPIRA DO RIACHAO,CENTRO,"R 10 DE NOVEMBRO, N. 290",236642.07,366319.0,35.41,Venda Direta Online,"Casa, 0.00 de área total, 325.00 de área privativa, 1599.00 de área do terreno, 4 qto(s), a.serv, WC, 3 sala(s), sacada, cozinha.",1444403898431,Ver foto,2021-08-22,2021-09-03
MA,TIMON,BELA VISTA,"BECO 27, N. 47, QD 28 LT 05",48215.41,87000.0,44.58,Venda Direta Online,"Casa, 0.00 de área total, 89.60 de área privativa, 120.00 de área do terreno, 2 qto(s), a.serv, 1 suite(s), WC, 1 sala(s), cozinha.",8444400563704,Ver foto,2021-08-22,2021-09-03
MA,TIMON,BOA VISTA,"R 18, N. 369, QD 40 LT 01",54638.22,132908.02,58.9,Venda Direta Online,"Casa, 0.00 de área total, 82.54 de área privativa, 125.00 de área do terreno, 1 qto(s), 1 suite(s), 1 sala(s), cozinha.",8444402940769,Ver foto,2021-08-22,2021-09-03
MA,TIMON,BOA VISTA,"RUA 03 QD 09 PARTE DO LOTE 14 Nº 2413 A e B, N. 2413",117069.04,260153.42,55.0,Venda Direta Online,"Casa, 186.80 de área total, 186.80 de área privativa, 125.00 de área do terreno, 2 qto(s), a.serv, 2 suite(s), WC, 2 sala(s), cozinha.",8444402327218,Ver foto,2021-08-22,2021-09-03
MA,TIMON,CENTRO,"RUA 19, N. 1599",28800.0,96000.0,70.0,Venda Online,"Casa, 0.00 de área total, 61.12 de área privativa, 0.00 de área do terreno, 3 qto(s), varanda, WC, 1 sala(s), cozinha.",8555514212198,Ver foto,2021-08-27,2021-09-03
MA,TIMON,FLORES,"RUA 30, N. 4063, QUADRA D",84000.0,210000.0,60.0,Venda Direta Online,"Casa, 0.00 de área total, 190.03 de área privativa, 0.00 de área do terreno, 1 qto(s), 2 suite(s), WC, 2 sala(s), cozinha, 1 vaga(s) de garagem.",1444406135137,Ver foto,2021-08-22,2021-09-03
MA,TIMON,FLORES I,"RUA 24, N. 2355, QD 277, BL E, LTS 04 E 19",60962.0,110000.0,44.58,Venda Direta Online,"Casa, 0.00 de área total, 91.61 de área privativa, 240.00 de área do terreno, 2 qto(s), a.serv, WC, cozinha, 1 vaga(s) de garagem.",8444401104088,Ver foto,2021-08-22,2021-09-03
MA,TIMON,FORMOSA,"RUA 03, N. 128, QD 164 LT19",28800.0,96000.0,70.0,Venda Online,"Casa, 300.00 de área total, 96.61 de área privativa, 300.00 de área do terreno, 3 qto(s), WC, 1 sala(s), cozinha, Terraco.",8555514957398,,2021-08-27,2021-09-03
MA,TIMON,JOIA,"RUA D, N. 1150, QD09 LT 06 A 19",178457.5,276250.0,35.4,Venda Direta Online,"Casa, 0.00 de área total, 188.16 de área privativa, 0.00 de área do terreno, 2 qto(s), a.serv, 1 suite(s), WC, 1 sala(s), cozinha.",1444403617203,Ver foto,2021-08-22,2021-09-03
MA,TIMON,NOVO PARQUE UNIAO,"RUA II, N. 536, QD 26 LT 16",44870.0,128200.0,65.0,Venda Online,"Casa, 0.00 de área total, 98.49 de área privativa, 0.00 de área do terreno, 2 qto(s), 1 suite(s), WC, 2 sala(s), cozinha, 1 vaga(s) de garagem.",8444407011600,Ver foto,2021-08-26,2021-09-03
MA,TIMON,PARQUE PIAUI I,"BECO PROJETADO, N. 2127, QUADRA 242, LOTE 12",88672.0,160000.0,44.58,Venda Online,"Casa, 0.00 de área total, 103.06 de área privativa, 0.00 de área do terreno, 3 qto(s), 1 suite(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",8444406771783,Ver foto,2021-08-22,2021-09-03
MA,TIMON,PARQUE PIAUI I,"R DR JOAO LULA, N. 2064, QUADRA 198; LOTE 16",72060.01,111548.0,35.4,Venda Online,"Casa, 0.00 de área total, 64.17 de área privativa, 0.00 de área do terreno, 2 qto(s), WC, 2 sala(s), cozinha.",1444402679329,Ver foto,2021-08-22,2021-09-03
MA,TIMON,PARQUE PIAUI I,"RUA 01, N. 58, QUADRA C; LOTE 11",170544.0,264000.0,35.4,Venda Direta Online,"Casa, 0.00 de área total, 123.57 de área privativa, 0.00 de área do terreno, 2 qto(s), a.serv, 1 suite(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",1444403383091,Ver foto,2021-08-22,2021-09-03
MA,TIMON,PARQUE PIAUI I,"RUA 17, N. 60, QUADRA 210 ; LOTE 16",33000.0,110000.0,70.0,Venda Online,"Casa, 0.00 de área total, 104.55 de área privativa, 0.00 de área do terreno, 2 qto(s), WC, 1 sala(s), cozinha, Terraco.",8555517190624,Ver foto,2021-08-29,2021-09-03
MA,TIMON,PARQUE PIAUI I,"RUA ANTONIO GUIMARÃES, N. 2501, QUADRA 227, LOTES 3 AO 6",327000.0,545000.0,40.0,Venda Direta Online,"Casa, 0.00 de área total, 250.00 de área privativa, 2400.00 de área do terreno, 1 qto(s), a.serv, 2 suite(s), WC, 2 sala(s), DCE, cozinha, Terraco.",1555529259707,Ver foto,2021-08-22,2021-09-03
MA,TIMON,PARQUE PIAUI I,"TRAVESSA JOAO CASTELO, N. 27, QD 200, LT 25",49046.7,88500.0,44.58,Venda Online,"Casa, 0.00 de área total, 75.81 de área privativa, 108.50 de área do terreno, 2 qto(s), 1 suite(s), WC, 1 sala(s), cozinha.",8444405935995,Ver foto,2021-08-25,2021-09-03
MA,TIMON,PARQUE UNIAO,"RUA PROJETADA, N. 583, QD 02 LTS 45 A 45",82575.81,149000.0,44.58,Venda Direta Online,"Casa, 0.00 de área total, 94.79 de área privativa, 173.00 de área do terreno, 2 qto(s), a.serv, 1 suite(s), WC, 1 sala(s), cozinha.",8444413971210,Ver foto,2021-08-22,2021-09-03
MA,TIMON,PEDRO PATRICIO,"RUA 01/A, N. 255, QUADRA 02-B LOTE 16",96577.0,149500.0,35.4,Venda Direta Online,"Casa, 0.00 de área total, 130.42 de área privativa, 0.00 de área do terreno, 3 qto(s), 1 suite(s), WC, 2 sala(s), cozinha, 1 vaga(s) de garagem.",1444404858840,Ver foto,2021-08-22,2021-09-03
MA,TIMON,PEDRO PATRICIO,"RUA C, N. 640, QD 03; LT 15",46900.0,134000.0,65.0,Venda Online,"Casa, 0.00 de área total, 110.36 de área privativa, 0.00 de área do terreno, 2 qto(s), 1 suite(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",8444406162426,Ver foto,2021-09-01,2021-09-03
MA,TIMON,SAO BENEDITO,"R JUSTINO DE OLIVEIRA COSTA (ANTIGA SÃO JOÃO), N. 949, QD 114 LT 06",34360.41,62000.0,44.58,Venda Direta Online,"Casa, 0.00 de área total, 47.82 de área privativa, 0.00 de área do terreno, 2 qto(s), WC, 1 sala(s), cozinha, Terraco.",8444400372194,Ver foto,2021-08-22,2021-09-03
MA,TIMON,SETE ESTRELAS,"RUA 25, N. 2058, LOTE 24/25, QUADRA 14",73453.36,144000.0,49.0,Venda Direta Online,"Casa, 0.00 de área total, 91.88 de área privativa, 0.00 de área do terreno, 2 qto(s), 1 suite(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",8444409115208,Ver foto,2021-08-22,2021-09-03
MA,TIMON,SETE ESTRELAS,"RUA 27, N. 601, LOTE 24, QUADRA 35",41287.9,74500.0,44.58,Venda Direta Online,"Casa, 0.00 de área total, 61.12 de área privativa, 0.00 de área do terreno, 3 qto(s), varanda, WC, 1 sala(s), cozinha.",8444406603538,Ver foto,2021-08-22,2021-09-03
MA,TIMON,,"R 03, N. 541 (A), QD 38 LOTE 08 (PARTE)",72046.0,130000.0,44.58,Venda Direta Online,"Casa, 0.00 de área total, 86.57 de área privativa, 150.00 de área do terreno, 2 qto(s), 1 suite(s), WC, 1 sala(s), cozinha.",8444407807340,Ver foto,2021-08-22,2021-09-03
MA,TIMON,,"R 05, N. 311, QUADRA M LOTE 01 PARQUE KARINA",94380.6,146100.0,35.4,Venda Direta Online,"Casa, 0.00 de área total, 122.94 de área privativa, 210.00 de área do terreno, 3 qto(s), WC, 1 sala(s), cozinha, Terraco.",1444405765790,Ver foto,2021-08-22,2021-09-03
MA,TIMON,,"R 14, N. 538, QD 52 LT 14",63622.16,114800.0,44.58,Venda Direta Online,"Casa, 0.00 de área total, 96.11 de área privativa, 300.00 de área do terreno, 2 qto(s), a.serv, 1 suite(s), WC, 1 sala(s), cozinha.",8444410930173,Ver foto,2021-08-22,2021-09-03
MA,TIMON,,"RUA 06, N. 1463, QD14 LOTE 02/03",63650.9,112000.0,43.17,Venda Direta Online,"Casa, 0.00 de área total, 103.72 de área privativa, 0.00 de área do terreno, 2 qto(s), 1 suite(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",8444400702623,Ver foto,2021-08-22,2021-09-03
MA,TIMON,,"RUA 07, N. 965, QD H; LT 04",73985.7,133500.0,44.58,Venda Direta Online,"Casa, 0.00 de área total, 103.00 de área privativa, 0.00 de área do terreno, 2 qto(s), 1 suite(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",8444401402216,Ver foto,2021-08-22,2021-09-03
MA,TIMON,,"RUA 109 ( R - E ) QD 58, N. 1354, PQ SAO FCO, Q 58, L 9-10",15600.0,78000.0,80.0,Venda Online,"Casa, 62.68 de área total, 62.68 de área privativa, 153.00 de área do terreno, 2 qto(s), WC, 1 sala(s), cozinha.",8555511159318,Ver foto,2021-09-02,2021-09-03
MA,TIMON,,"RUA 109 ( R - E ) QD 58, N. 1354, PQ SAO FCO, Q 58, L 9-10",23400.0,78000.0,70.0,Venda Direta Online,"Casa, 62.68 de área total, 62.68 de área privativa, 153.00 de área do terreno, 2 qto(s), WC, 1 sala(s), cozinha.",8555511159318,Ver foto,2021-08-28,2021-09-03
MA,TIMON,,"RUA 109 ( R - E ) QD 58, N. 1354, PQ SAO FCO, Q 58, L 9-10",23400.0,78000.0,70.0,Venda Online,"Casa, 62.68 de área total, 62.68 de área privativa, 153.00 de área do terreno, 2 qto(s), WC, 1 sala(s), cozinha.",8555511159318,Ver foto,2021-08-22,2021-09-03
MA,TIMON,,"RUA D, N. 326, QD 49 LT 03 E 04",59853.6,108000.0,44.58,Venda Direta Online,"Casa, 0.00 de área total, 69.54 de área privativa, 0.00 de área do terreno, 1 qto(s), a.serv, 1 suite(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",8444409913023,Ver foto,2021-09-01,2021-09-03
MA,TIMON,,"RUA D, N. 326, QD 49 LT 03 E 04",59853.6,108000.0,44.58,Venda Online,"Casa, 0.00 de área total, 69.54 de área privativa, 0.00 de área do terreno, 1 qto(s), a.serv, 1 suite(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",8444409913023,Ver foto,2021-08-25,2021-09-03
MA,TIMON,,"Rua BECO D, N. 641, QD D10 LT 18",52094.81,94000.0,44.58,Venda Direta Online,"Casa, 0.00 de área total, 69.47 de área privativa, 120.00 de área do terreno, a.serv, 1 suite(s), WC, 1 sala(s), cozinha.",8444407930907,Ver foto,2021-08-22,2021-09-03
MA,TRIZIDELA DO VALE,CENTRO,"AV PERIMETRAL, N. 19, QD 4 LOT JD DAS OLIVEIRAS",78128.66,119000.0,34.35,Venda Online,"Casa, 90.48 de área total, 90.48 de área privativa, 154.70 de área do terreno, 1 qto(s), a.serv, 1 suite(s), WC, 1 sala(s), cozinha.",1444402405393,Ver foto,2021-08-22,2021-09-03
MA,TRIZIDELA DO VALE,,"RUA DR FREDERICO FARIA, N. s/n, QD 05 LT 48",13062.6,18000.0,27.43,Venda Online,"Terreno, 0.00 de área total, 204.00 de área privativa, 228.15 de área do terreno.",10004682,,2021-08-22,2021-09-03
MA,TUNTUM,CENTRO,"RUA PROFESSOR MARCO ANTONIO, N. 9",58100.0,166000.0,65.0,Venda Direta Online,"Casa, 0.00 de área total, 168.48 de área privativa, 0.00 de área do terreno, 3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",1444405965497,Ver foto,2021-08-22,2021-09-03
MA,TUNTUM,,"AVENIDA SEABRA DE CARVALHO, N. 70",49700.0,142000.0,65.0,Venda Direta Online,"Casa, 240.00 de área total, 148.12 de área privativa, 240.00 de área do terreno, 4 qto(s), WC, 2 sala(s), cozinha.",1444406069258,Ver foto,2021-08-28,2021-09-03
MA,TUNTUM,,"AVENIDA SEABRA DE CARVALHO, N. 70",49700.0,142000.0,65.0,Venda Online,"Casa, 240.00 de área total, 148.12 de área privativa, 240.00 de área do terreno, 4 qto(s), WC, 2 sala(s), cozinha.",1444406069258,Ver foto,2021-09-02,2021-09-03
MA,TUNTUM,,"AVENIDA SEABRA DE CARVALHO, N. 70",63900.0,142000.0,55.0,Venda Online,"Casa, 240.00 de área total, 148.12 de área privativa, 240.00 de área do terreno, 4 qto(s), WC, 2 sala(s), cozinha.",1444406069258,Ver foto,2021-08-22,2021-09-03
MA,TUNTUM,,"RUA CARLOS AUGUSTO DA CUNHA, N. 14",66538.0,103000.0,35.4,Venda Direta Online,"Casa, 0.00 de área total, 97.28 de área privativa, 182.00 de área do terreno, 2 qto(s), a.serv, 1 suite(s), 1 sala(s), cozinha, 1 vaga(s) de garagem.",1444408167940,Ver foto,2021-08-22,2021-09-03
MA,TURIACU,CENTRO,"AV 01, N. 03, LOTE 03 QUADRA 04",46552.8,84000.0,44.58,Venda Direta Online,"Casa, 0.00 de área total, 69.80 de área privativa, 0.00 de área do terreno, 2 qto(s), a.serv, 1 suite(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",8444410719502,Ver foto,2021-08-22,2021-09-03
MA,TURIACU,CENTRO,"AVENIDA 01, N. 09, QUADRA 09, LOTE 09",47107.01,85000.0,44.58,Venda Online,"Casa, 0.00 de área total, 70.00 de área privativa, 250.00 de área do terreno, 1 qto(s), a.serv, 1 suite(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",8444414255225,Ver foto,2021-08-27,2021-09-03
MA,TURIACU,,"AV 01, N. 08, QD 7 LT 8 - LOTEAMENTO AURORA",44336.0,80000.0,44.58,Venda Direta Online,"Casa, 0.00 de área total, 60.00 de área privativa, 250.00 de área do terreno, 2 qto(s), WC, 1 sala(s).",8444412348137,Ver foto,2021-08-22,2021-09-03
MA,TURIACU,,"AV 1, N. 02, QUADRA 04 LT02",45444.4,82000.0,44.58,Venda Direta Online,"Casa, 250.00 de área total, 69.80 de área privativa, 250.00 de área do terreno, 3 qto(s), a.serv, 1 suite(s), WC, 1 sala(s), cozinha, Terraco.",8444411142063,Ver foto,2021-08-22,2021-09-03
MA,TURIACU,,"RUA 01, N. 01, LOTE 1 QUADRA1",45444.4,82000.0,44.58,Venda Direta Online,"Casa, 250.00 de área total, 65.95 de área privativa, 250.00 de área do terreno, a.serv, WC, 1 sala(s), cozinha.",8444411067169,Ver foto,2021-08-22,2021-09-03
MA,TURIACU,,"RUA 3, N. 04, LOTE 4 QUADRA 7",50368.01,80000.0,37.04,Venda Direta Online,"Casa, 281.44 de área total, 60.00 de área privativa, 281.44 de área do terreno, a.serv, WC, 1 sala(s), cozinha, Terraco.",8444412360552,Ver foto,2021-08-22,2021-09-03
MA,TURILANDIA,CENTRO,"R DA MACAÚBA, N. 152",52326.0,81000.0,35.4,Venda Direta Online,"Casa, 0.00 de área total, 80.00 de área privativa, 0.00 de área do terreno, 2 qto(s), WC, 2 sala(s), cozinha.",1444408501360,Ver foto,2021-08-22,2021-09-03
MA,TURILANDIA,CENTRO,"RUA DA UZINA, N. 250",52986.45,93500.0,43.33,Venda Direta Online,"Casa, 0.00 de área total, 95.17 de área privativa, 0.00 de área do terreno, 2 qto(s), varanda, WC, 1 sala(s).",8444404628193,Ver foto,2021-08-22,2021-09-03
MA,TURILANDIA,CENTRO,"RUA DO PORTO, N. 15, BAIRRO FLORESTA",49878.0,90000.0,44.58,Venda Direta Online,"Casa, 0.00 de área total, 71.28 de área privativa, 0.00 de área do terreno, 2 qto(s), WC, 1 sala(s), cozinha.",8444410392023,Ver foto,2021-08-22,2021-09-03
MA,TURILANDIA,CENTRO,"RUA DO PORTO, N. 20, BAIRRO FLORESTA",47107.0,85000.0,44.58,Venda Direta Online,"Casa, 0.00 de área total, 70.36 de área privativa, 0.00 de área do terreno, 2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",8444410423387,Ver foto,2021-08-22,2021-09-03
MA,TURILANDIA,CENTRO,"RUA SAO FRANCISCO, N. 48",40456.6,73000.0,44.58,Venda Direta Online,"Casa, 0.00 de área total, 69.58 de área privativa, 0.00 de área do terreno, 2 qto(s), varanda, 1 suite(s), WC, 1 sala(s), cozinha.",8444407821857,Ver foto,2021-08-22,2021-09-03
MA,TURILANDIA,CENTRO,"TRAV DO PINHO, N. S/N, UNIDADE 101",38794.0,70000.0,44.58,Venda Direta Online,"Casa, 0.00 de área total, 69.47 de área privativa, 149.67 de área do terreno, 2 qto(s), WC, 1 sala(s), cozinha, Terraco.",8444408370530,Ver foto,2021-08-22,2021-09-03
MA,TURILANDIA,,"R PROJETADA, N. S/N, UNIDADE 19",54865.8,99000.0,44.58,Venda Direta Online,"Casa, 0.00 de área total, 102.00 de área privativa, 200.00 de área do terreno, 2 qto(s), WC, 1 sala(s), cozinha.",8444414390238,Ver foto,2021-08-22,2021-09-03
MA,TURILANDIA,,"R SAO FRANCISCO, N. 00025",45336.01,80000.0,43.33,Venda Direta Online,"Casa, 0.00 de área total, 68.72 de área privativa, 103.39 de área do terreno, 2 qto(s), WC, 1 sala(s), cozinha.",8444410640671,Ver foto,2021-08-22,2021-09-03
MA,TURILANDIA,,"RUA DO CAMPO, N. 30",44336.0,80000.0,44.58,Venda Direta Online,"Casa, 0.00 de área total, 64.38 de área privativa, 84.52 de área do terreno, 2 qto(s), WC, 1 sala(s), cozinha.",8444410261786,Ver foto,2021-08-22,2021-09-03
MA,TURILANDIA,,"RUA DO CAMPO, N. 35",44336.0,80000.0,44.58,Venda Direta Online,"Casa, 0.00 de área total, 0.00 de área privativa, 99.00 de área do terreno, 2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",8444413031838,Ver foto,2021-08-22,2021-09-03
MA,TURILANDIA,,"RUA SAO FRANCISCO, N. 56",44058.9,79500.0,44.58,Venda Direta Online,"Casa, 0.00 de área total, 66.14 de área privativa, 0.00 de área do terreno, 2 qto(s), WC, 1 sala(s), cozinha, Terraco.",8444407328719,Ver foto,2021-08-22,2021-09-03
MA,TURILANDIA,,"TRAV DO PINHO, N. 10",41565.01,75000.0,44.58,Venda Direta Online,"Casa, 0.00 de área total, 66.33 de área privativa, 133.17 de área do terreno, 2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco.",8444410360539,Ver foto,2021-08-22,2021-09-03
MA,TURILANDIA,,"TRAVESSA DO SOL, N. 44, SANTA LUZIA",39348.2,71000.0,44.58,Venda Direta Online,"Casa, 0.00 de área total, 69.50 de área privativa, 0.00 de área do terreno, 2 qto(s), 1 suite(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",8444404061541,Ver foto,2021-08-22,2021-09-03
MA,TURILANDIA,,"TV SANTA LUZIA, N. 00007",49878.0,97000.0,48.58,Venda Direta Online,"Casa, 0.00 de área total, 75.60 de área privativa, 389.70 de área do terreno, 2 qto(s), varanda, a.serv, 1 suite(s), WC, 1 sala(s), cozinha.",8444410517497,Ver foto,2021-08-22,2021-09-03
MA,TURILANDIA,,"TV SAO JOSE, N. 307",46552.8,84000.0,44.58,Venda Direta Online,"Casa, 0.00 de área total, 69.90 de área privativa, 180.00 de área do terreno, 2 qto(s), WC, 1 sala(s), cozinha.",8444413766552,Ver foto,2021-08-22,2021-09-03
MA,VIANA,CENTRO,"R DO CUPUAÇU, N. 19, COND ELZE",39887.38,68500.0,41.78,Venda Direta Online,"Casa, 91.15 de área total, 0.00 de área privativa, 200.00 de área do terreno, 2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco.",8555508329259,Ver foto,2021-08-22,2021-09-03
MA,VIANA,,"RODOVIA MA 014, N. 282, BAIRRO CAMINHO GRANDE",54551.87,95000.0,42.58,Venda Direta Online,"Casa, 108.40 de área total, 108.40 de área privativa, 620.00 de área do terreno, 2 qto(s), a.serv, 1 suite(s), WC, 1 sala(s), cozinha.",8444400617219,Ver foto,2021-08-22,2021-09-03
MA,VIANA,,"RUA 2 DE NOVEMBRO, N. 11, BARREIRINHA",100200.0,84500.0,0.0,1º Leilão SFI,"Casa, 0.00 de área total, 116.54 de área privativa, 157.79 de área do terreno, 2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.",1555524438999,,2021-08-26,2021-09-03
MA,VITORINO FREIRE,CENTRO,"RUA GRANDE, N. 88",96000.0,240000.0,60.0,Venda Direta Online,"Casa, 0.00 de área total, 117.95 de área privativa, 0.00 de área do terreno, 3 suite(s), WC, 2 sala(s), cozinha.",1555510303514,Ver foto,2021-08-22,2021-09-03
MA,ZE DOCA,CENTRO,"RUA DO MARAJA, N. 287",81709.63,135000.0,39.48,Venda Direta Online,"Casa, 0.00 de área total, 55.00 de área privativa, 251.74 de área do terreno, 2 qto(s), WC, 1 sala(s), cozinha.",10004578,,2021-08-22,2021-09-03
MA,ZE DOCA,,"RUA CASTRO LISBOA, N. 600 A, BAIRRO VILA NOVA",108900.0,242000.0,55.0,Venda Direta Online,"Casa, 300.00 de área total, 300.00 de área privativa, 1983.20 de área do terreno, 6 qto(s), WC, 1 sala(s), cozinha.",1555510419040,Ver foto,2021-08-22,2021-09-03
MG,ABADIA DOS DOURADOS,CENTRO,"RUA DO VALE, N. 161",142681.98,309028.69,53.83,Venda Direta Online,"Casa, 281.52 de área total, 201.52 de área privativa, 403.00 de área do terreno, 4 qto(s), varanda, a.serv, WC, 1 sala(s), DCE, cozinha, 3 vaga(s) de garagem.",1444405467217,Ver foto,2021-08-22,2021-09-03
MG,ABRE CAMPO,,"RUA UM (FREDERICO GARCIA LORCA), QD A LT 21 UNI 21",122474.8,166000.0,26.22,Venda Direta Online,"Terreno, 444.00 de área total, 0.00 de área privativa, 444.00 de área do terreno.",1444407005407,,2021-08-22,2021-09-03
MG,AGUA BOA,,"RODOVIA BR 120, N. S/N, FAZENDA ALAGOAS",595799.7,878000.0,32.15,Venda Online,"Imóvel rural, 0.00 de área total, 0.00 de área privativa, 782000.00 de área do terreno.",10006143,,2021-09-02,2021-09-03
MG,AGUA BOA,,"RODOVIA BR 120, N. S/N, FAZENDA ALAGOAS",614600.0,878000.0,30.0,Venda Direta Online,"Imóvel rural, 0.00 de área total, 0.00 de área privativa, 782000.00 de área do terreno.",10006143,,2021-08-28,2021-09-03
MG,AGUA BOA,,"RODOVIA BR 120, N. S/N, FAZENDA ALAGOAS",614600.0,878000.0,30.0,Venda Online,"Imóvel rural, 0.00 de área total, 0.00 de área privativa, 782000.00 de área do terreno.",10006143,,2021-08-22,2021-09-03
MG,AIMORES,CENTRO,"RUA FIRMINO CALVÃO DE MOURA, N. 185, BAIRRO IGREJINHA",405900.0,285200.0,0.0,2º Leilão SFI,"Casa, 0.00 de área total, 130.00 de área privativa, 405.00 de área do terreno, 3 qto(s), a.serv, WC, churrasqueira, 1 sala(s), 1 lavabo(s), piscina, cozinha, 2 vaga(s) de garagem.",1444407787308,,2021-08-22,2021-09-03
MG,AIMORES,,"R RUA CANAA, N. 290",35702.11,63000.0,43.33,Venda Direta Online,"Casa, 56.44 de área total, 56.44 de área privativa, 150.00 de área do terreno, 2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.",8444410682005,,2021-08-22,2021-09-03
MG,AIMORES,,"RUA C, N. 43, BAIRRO MORRO DA MATRIZ",48736.2,86000.0,43.33,Venda Direta Online,"Casa, 0.00 de área total, 53.82 de área privativa, 71.79 de área do terreno, 2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.",8444407418785,,2021-08-22,2021-09-03
MG,AIMORES,,"RUA CANAÃ (ANTIGA RUA N), N. 160, QD M LT 16",37131.41,67000.0,44.58,Venda Direta Online,"Casa, 0.00 de área total, 68.04 de área privativa, 150.00 de área do terreno, 2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.",8444401120350,Ver foto,2021-08-22,2021-09-03
MG,AIMORES,,"RUA FILADELFIA, N. 60, LT16 QD 1 BAIRRO BETEL",25881.14,46700.0,44.58,Venda Direta Online,"Casa, 0.00 de área total, 53.50 de área privativa, 0.00 de área do terreno, 2 qto(s), WC, 1 sala(s), cozinha.",8444409102033,,2021-08-22,2021-09-03
MG,AIMORES,,"RUA FILADÉUFIA, N. 20, BAIRRO BETEL LOTE 20 QUADRA I",19800.0,66000.0,70.0,Venda Online,"Casa, 0.00 de área total, 61.27 de área privativa, 0.00 de área do terreno, 2 qto(s), a.serv, WC, 1 sala(s), cozinha.",8444400715334,Ver foto,2021-08-26,2021-09-03
MG,AIMORES,,"RUA JOAQUIM MOREIRA CURTY, N. 196, DISTRITO MUNDO NOVO DE MINAS",22722.41,61000.0,62.76,Venda Direta Online,"Casa, 0.00 de área total, 113.40 de área privativa, 205.57 de área do terreno, 3 qto(s), a.serv, WC, 1 sala(s), cozinha.",8070400005292,,2021-08-22,2021-09-03
MG,ALEM PARAIBA,,"BR 116 RODOVIA RIO BAHIA, N. S/Nº, PRÓX. KM 816",368655.6,508000.0,27.43,Venda Direta Online,"Comercial, 0.00 de área total, 800.00 de área privativa, 4285.00 de área do terreno.",10006923,,2021-08-22,2021-09-03
