estado,cidade,bairro,endereco,preco,avaliacao,desconto,modalidade,descricao,link,foto,first_time_seen,not_seen_since
GO,GOIANIRA,,Rua do Cobre Qd-14 Lt-21,40200.0,134000.0,70.0,Venda Direta Online,"Terreno, 0.00 de área total, 0.00 de área privativa, 360.00 de área do terreno.",10007731,Ver foto,2021-08-22,2021-09-03
GO,GUAPO,,Rua 05 Qd-20 Lt-15A,63316.05,114247.66,44.59,Venda Direta Online,"Casa, 77.96 de área total, 0.00 de área privativa, 182.00 de área do terreno, 2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.",8444413846653,Ver foto,2021-09-02,2021-09-03
GO,GUAPO,,Rua 05 Qd-20 Lt-15A,63316.05,114247.66,44.59,Venda Online,"Casa, 77.96 de área total, 0.00 de área privativa, 182.00 de área do terreno, 2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.",8444413846653,Ver foto,2021-08-28,2021-09-03
GO,GUAPO,,Rua 06 Qd-46 Lt-08A,65435.6,118000.0,44.55,Venda Direta Online,"Casa, 86.16 de área total, 0.00 de área privativa, 209.90 de área do terreno, 2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.",8444411061462,,2021-08-22,2021-09-03
GO,GUAPO,,"Rua A Qd-02 Lt-07, Distrito de Posselandia",67058.21,121000.0,44.58,Venda Direta Online,"Casa, 83.62 de área total, 0.00 de área privativa, 150.00 de área do terreno, 2 qto(s), varanda, WC, 1 sala(s), cozinha.",8444416588680,Ver foto,2021-08-22,2021-09-03
GO,GUAPO,,Rua Ariovaldo A. de Almeida Qd-28 Lt-04A,65421.1,118046.0,44.58,Venda Direta Online,"Casa, 76.51 de área total, 0.00 de área privativa, 180.00 de área do terreno, 2 qto(s), a.serv, WC, 1 sala(s), cozinha.",8444410907937,Ver foto,2021-08-22,2021-09-03
GO,INACIOLANDIA,SETOR CENTRAL,Rua 07 Qd-10 Lt-04,41415.41,63000.0,34.27,Venda Direta Online,"Terreno, 0.00 de área total, 0.00 de área privativa, 516.98 de área do terreno.",1555524981048,,2021-08-22,2021-09-03
GO,INDIARA,,"AV SAMAMBAIA QD 04 LT 07, N. 00000",173128.01,268000.0,35.4,Venda Direta Online,"Casa, 172.00 de área total, 0.00 de área privativa, 304.69 de área do terreno, 2 qto(s), a.serv, WC, 1 sala(s), cozinha.",1444407703848,Ver foto,2021-08-22,2021-09-03
GO,INHUMAS,,Rua 08 Qd-10 Lt-06,202010.84,317079.82,36.3,Venda Direta Online,"Casa, 228.49 de área total, 0.00 de área privativa, 364.00 de área do terreno, 3 qto(s), varanda, a.serv, WC, 2 sala(s), cozinha.",1444401748360,Ver foto,2021-08-22,2021-09-03
GO,INHUMAS,,Rua 31 Qd-12 Lt-01,161105.4,222000.0,27.43,Venda Direta Online,"Terreno, 0.00 de área total, 0.00 de área privativa, 374.68 de área do terreno.",10002549,,2021-08-22,2021-09-03
GO,INHUMAS,,Rua 31 Qd-12 Lt-02,175619.4,242000.0,27.43,Venda Direta Online,"Terreno, 0.00 de área total, 0.00 de área privativa, 416.10 de área do terreno.",10002550,,2021-08-22,2021-09-03
GO,ISRAELANDIA,,Rod. GO-060 Qd-09 Lt-05(parte),88535.4,122000.0,27.43,Venda Direta Online,"Casa, 133.75 de área total, 0.00 de área privativa, 241.87 de área do terreno, varanda, WC, 3 sala(s).",10001987,,2021-08-22,2021-09-03
GO,ITAGUARI,,"RUA 7, N. SN, Q06 LT8A",90569.2,140200.0,35.4,Venda Direta Online,"Casa, 0.00 de área total, 69.60 de área privativa, 0.00 de área do terreno, 2 qto(s), a.serv, WC, 1 sala(s), cozinha.",1444406838529,Ver foto,2021-08-22,2021-09-03
GO,ITAGUARI,,Rua Pau Brasil Qd-05 Lt-04,136952.01,212000.0,35.4,Venda Direta Online,"Casa, 192.20 de área total, 0.00 de área privativa, 250.00 de área do terreno, 3 qto(s), varanda, WC, 1 sala(s), cozinha.",1444409596283,,2021-08-22,2021-09-03
GO,ITAPACI,,Rua 09 Qd-05 Lt-02,109985.79,185033.55,40.56,Venda Direta Online,"Casa, 164.30 de área total, 0.00 de área privativa, 306.62 de área do terreno, 3 qto(s), varanda, a.serv, WC, 1 sala(s), DCE, cozinha.",1444408881677,,2021-08-22,2021-09-03
GO,ITAPACI,,Rua 09 Qd-10 Lt-03,97546.0,151000.0,35.4,Venda Direta Online,"Casa, 146.70 de área total, 0.00 de área privativa, 306.62 de área do terreno, 4 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.",1444405845874,Ver foto,2021-08-22,2021-09-03
GO,ITAPACI,,Rua 11 Qd-28 Lt-15A,58191.01,105000.0,44.58,Venda Direta Online,"Casa, 96.00 de área total, 0.00 de área privativa, 200.13 de área do terreno, 2 qto(s), a.serv, WC, 1 sala(s), cozinha.",8444405660759,Ver foto,2021-08-22,2021-09-03
GO,ITAPACI,,"Rua Carlos Augusto Deibert Qd-10 Lt-11A, 1ª Etapa",45444.4,82000.0,44.58,Venda Direta Online,"Casa, 62.44 de área total, 0.00 de área privativa, 125.10 de área do terreno, 2 qto(s), varanda, WC, 1 sala(s), cozinha.",8444414059205,,2021-08-22,2021-09-03
GO,ITAPACI,,Rua Isabel Bernardes de Almeida Qd-25 Lt-21,48169.5,85000.0,43.33,Venda Direta Online,"Casa, 81.34 de área total, 0.00 de área privativa, 300.00 de área do terreno, 3 qto(s), a.serv, WC, 1 sala(s), cozinha.",8444406590347,Ver foto,2021-08-22,2021-09-03
GO,ITAPACI,,Rua Jose Egidio Ferreira Qd-11 Lt-09,72048.15,134000.0,46.24,Venda Direta Online,"Casa, 119.32 de área total, 0.00 de área privativa, 300.00 de área do terreno, 2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.",8555512035450,Ver foto,2021-08-22,2021-09-03
GO,ITAPACI,,"Rua Pres. João B. Figueiredo Qd-06 Lt-01, c/ Rua Pres. Artur Bernardes",113655.0,252566.66,55.0,Venda Direta Online,"Casa, 123.69 de área total, 0.00 de área privativa, 377.50 de área do terreno, 3 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.",1555513897547,,2021-08-22,2021-09-03
GO,ITUMBIARA,BRASILIA,"Rua Jaime Rosa Soares Qd-12 Lt-08, N. 29, antiga Rua Pres. Getulio Vargas",208748.57,326000.0,35.97,Venda Direta Online,"Casa, 162.22 de área total, 82.50 de área privativa, 300.00 de área do terreno, 3 qto(s), varanda, a.serv, WC, 2 sala(s), cozinha.",10005832,,2021-08-22,2021-09-03
GO,ITUMBIARA,CENTRO,"Av. da Saudade Qd-82 Lt-07, N. 400",332370.6,458000.0,27.43,Venda Direta Online,"Casa, 361.42 de área total, 0.00 de área privativa, 390.00 de área do terreno, varanda.",10003930,,2021-08-22,2021-09-03
GO,ITUMBIARA,PARQUE VALE DOS BURITYS III,"Rua T Qd-23 Lt-05, N. 694, 3ª Etapa",115850.34,222712.37,47.99,Venda Direta Online,"Casa, 131.55 de área total, 0.00 de área privativa, 402.00 de área do terreno, 3 qto(s), a.serv, WC, 1 sala(s), cozinha.",10002022,,2021-08-22,2021-09-03
GO,ITUMBIARA,SANTOS DUMONT,"Av. Santos Dumont Qd-63 Lt-07, N. 187",646750.0,995000.0,35.0,Venda Direta Online,"Comercial, 473.60 de área total, 0.00 de área privativa, 236.80 de área do terreno, varanda, WC.",10011671,,2021-08-22,2021-09-03
GO,ITUMBIARA,SOCIAL,"Rua Santa Helena, N. 127",153979.12,212180.13,27.44,Venda Direta Online,"Casa, 134.00 de área total, 0.00 de área privativa, 292.40 de área do terreno, 2 qto(s), a.serv, WC, 1 sala(s), cozinha.",10002477,,2021-08-22,2021-09-03
GO,JARAGUA,,Av. Presidente Vargas Qd-W03 Lt-11,246553.21,410922.02,40.01,Venda Direta Online,"Terreno, 0.00 de área total, 0.00 de área privativa, 2964.00 de área do terreno.",1555517675816,,2021-08-22,2021-09-03
GO,JARAGUA,,"RUA DAS AMENDOEIRAS, N. 300, QD 10 LT 03",218168.56,337722.23,35.41,Venda Direta Online,"Casa, 0.00 de área total, 54.00 de área privativa, 585.00 de área do terreno.",1444406867030,,2021-08-22,2021-09-03
GO,JARAGUA,,"Rua Manoel Ricardo Qd-02 Lt-13, Remanescente",120000.0,240000.0,50.0,Venda Direta Online,"Outros, 300.00 de área total, 0.00 de área privativa, 358.91 de área do terreno, 4 qto(s), a.serv, WC, 1 sala(s), cozinha.",10002696,,2021-08-22,2021-09-03
GO,JARAGUA,,Rua das Limeiras Qd-27 Lt-21,124032.01,192000.0,35.4,Venda Direta Online,"Casa, 176.00 de área total, 0.00 de área privativa, 250.00 de área do terreno, 3 qto(s), varanda, WC, 1 sala(s), cozinha.",1444410086145,Ver foto,2021-08-22,2021-09-03
GO,JARAGUA,,Rua das Sucupiras Qd-W8 Lt-01,97969.5,135000.0,27.43,Venda Direta Online,"Terreno, 0.00 de área total, 0.00 de área privativa, 1206.89 de área do terreno.",10007413,,2021-08-22,2021-09-03
GO,JATAI,VILA SOFIA,"Av. C, c/ Rua 10 Ch-13",450010.29,620105.12,27.43,Venda Direta Online,"Terreno, 4584.00 de área total, 0.00 de área privativa, 6120.00 de área do terreno.",18136,,2021-08-22,2021-09-03
GO,JATAI,,"Alameda das Primaveras, Area-02 (antigo ramal da BR-060)",180529.01,290000.0,37.75,Venda Direta Online,"Terreno, 0.00 de área total, 0.00 de área privativa, 1115.66 de área do terreno.",10002073,,2021-08-22,2021-09-03
GO,JUSSARA,,"Rua JC-06 Qd-01 Lt-34, N. S/N, 1ª Etapa",127262.0,208000.0,38.82,Venda Direta Online,"Casa, 159.90 de área total, 69.90 de área privativa, 264.00 de área do terreno, 3 qto(s), varanda, a.serv, WC, 2 sala(s), cozinha, Terraco.",1444403949842,Ver foto,2021-08-29,2021-09-03
GO,JUSSARA,,"Rua JC-06 Qd-01 Lt-34, N. S/N, 1ª Etapa",127262.0,208000.0,38.82,Venda Online,"Casa, 159.90 de área total, 69.90 de área privativa, 264.00 de área do terreno, 3 qto(s), varanda, a.serv, WC, 2 sala(s), cozinha, Terraco.",1444403949842,Ver foto,2021-08-26,2021-09-03
GO,LUZIANIA,CHACARAS MARAJOARA,"RUA ARAGUARI, N. SN, QD 10 - LT 16B - CS 02",89800.0,88000.0,0.0,1º Leilão SFI,"Casa, 0.00 de área total, 50.43 de área privativa, 0.01 de área do terreno.",8444403314233,,2021-08-28,2021-09-03
GO,LUZIANIA,CHACARAS MARAJOARA,"Rua Leme QD-33 CH-09, Chácaras Marajoara - B",329000.0,470000.0,30.0,Venda Direta Online,"Terreno, 0.00 de área total, 0.00 de área privativa, 6400.00 de área do terreno.",1555515653769,,2021-08-22,2021-09-03
GO,LUZIANIA,CIDADE JARDIM MARILIA,Av. Brasilia Qd-D6 Lt-18,60000.01,103000.0,41.75,Venda Direta Online,"Casa, 51.13 de área total, 51.13 de área privativa, 360.00 de área do terreno, 2 qto(s), a.serv, WC, 1 sala(s), cozinha.",8318900002129,,2021-08-22,2021-09-03
GO,LUZIANIA,CIDADE JARDIM MARILIA,"Qd-D8 Lt-30, N. S/N",51812.06,90000.0,42.44,Venda Direta Online,"Casa, 51.13 de área total, 51.13 de área privativa, 360.00 de área do terreno, 2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.",8318900003591,Ver foto,2021-08-22,2021-09-03
GO,LUZIANIA,CIDADE JARDIM MARILIA,Qd-D9 Lt-22,54570.65,95000.0,42.56,Venda Direta Online,"Casa, 51.13 de área total, 0.00 de área privativa, 360.00 de área do terreno, 2 qto(s), WC, 1 sala(s), cozinha.",8318900004709,Ver foto,2021-08-22,2021-09-03
GO,LUZIANIA,JARDIM DO INGA,"QD-100 LT-03, N. 02, Rua Botucatu",70937.61,128000.0,44.58,Venda Direta Online,"Casa, 0.00 de área total, 64.63 de área privativa, 150.00 de área do terreno, 2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.",8444407453386,Ver foto,2021-08-22,2021-09-03
GO,LUZIANIA,JARDIM DO INGA,"QD-94 LT-31, Rua Jaboticabal",108500.0,217000.0,50.0,Venda Direta Online,"Casa, 0.00 de área total, 146.00 de área privativa, 300.00 de área do terreno, 2 qto(s), varanda, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",8555507193337,Ver foto,2021-08-22,2021-09-03
GO,LUZIANIA,JARDIM EUROPA,"QD-35 LT-14, N. 02, RUA 02",62624.61,113000.0,44.58,Venda Direta Online,"Casa, 0.00 de área total, 54.65 de área privativa, 155.07 de área do terreno, 2 qto(s), a.serv, WC, 1 sala(s), cozinha.",8444408713381,Ver foto,2021-08-22,2021-09-03
GO,LUZIANIA,JARDIM JOCKEI CLUBE,"QD-22 LT-15, N. 02, Cond. Res. Kamargos",57467.66,108000.0,46.79,Venda Direta Online,"Casa, 0.00 de área total, 50.85 de área privativa, 100.00 de área do terreno, 2 qto(s), a.serv, WC, 1 sala(s), cozinha.",8555511573785,,2021-08-22,2021-09-03
GO,LUZIANIA,JARDIM PLANALTO,QD-05 LT-14,98935.46,148900.0,33.56,Venda Direta Online,"Casa, 0.00 de área total, 105.62 de área privativa, 300.00 de área do terreno, 2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.",1000920090660,Ver foto,2021-08-22,2021-09-03
GO,LUZIANIA,JARDIM ZULEIKA,"QD-07 LT-03, N. 01, Rua Santo André",67612.41,122000.0,44.58,Venda Direta Online,"Casa, 0.00 de área total, 65.31 de área privativa, 150.00 de área do terreno, 2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.",8444413661742,Ver foto,2021-08-22,2021-09-03
GO,LUZIANIA,JARDIM ZULEIKA,"QUADRA 04 LOTE 45 UNIDADE, N. 02",86067.26,155300.0,44.58,Venda Direta Online,"Casa, 0.00 de área total, 84.79 de área privativa, 150.00 de área do terreno, 2 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.",8444410303721,,2021-08-22,2021-09-03
GO,LUZIANIA,MANSOES DE RECREIO ESTRELA DALVA IV,"QD-126 LT-10, N. 06, Av. das Palmeiras",19460.0,97300.0,80.0,Venda Direta Online,"Casa, 0.00 de área total, 48.29 de área privativa, 81.22 de área do terreno, 2 qto(s), a.serv, WC, 1 sala(s), cozinha.",8555518158805,,2021-08-22,2021-09-03
GO,LUZIANIA,PARQUE ALVORADA I,"QD-145 LT-27 casa 01, N. 01, RUA 17",55253.75,99700.0,44.58,Venda Direta Online,"Casa, 54.65 de área total, 54.65 de área privativa, 180.00 de área do terreno, 2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.",8444413672990,,2021-08-22,2021-09-03
GO,LUZIANIA,PARQUE ALVORADA I,"QD-152 LT-31, N. 02, RUA 23",63733.0,115000.0,44.58,Venda Direta Online,"Casa, 0.00 de área total, 54.65 de área privativa, 180.00 de área do terreno, 2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.",8444413449034,Ver foto,2021-08-29,2021-09-03
GO,LUZIANIA,PARQUE ALVORADA I,"QD-152 LT-31, N. 02, RUA 23",63733.0,115000.0,44.58,Venda Online,"Casa, 0.00 de área total, 54.65 de área privativa, 180.00 de área do terreno, 2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.",8444413449034,Ver foto,2021-08-26,2021-09-03
GO,LUZIANIA,PARQUE ALVORADA II,"AVENIDA XVI - LT 24 - QD 265, N. SN",528700.0,562000.0,5.93,1º Leilão SFI,"Gleba, 0.00 de área total, 0.00 de área privativa, 5000.00 de área do terreno.",1444403365930,,2021-08-28,2021-09-03
GO,LUZIANIA,PARQUE ALVORADA II,QD-214 Rua 61 LT-03 Casa 01,48769.61,88000.0,44.58,Venda Direta Online,"Casa, 0.00 de área total, 54.65 de área privativa, 180.00 de área do terreno, 2 qto(s), a.serv, WC, 1 sala(s), cozinha.",8787700538759,Ver foto,2021-08-22,2021-09-03
GO,LUZIANIA,PARQUE ESTRELA DALVA IX,"QD-292 LT-06, N. 03, RUA 101",60407.81,109000.0,44.58,Venda Direta Online,"Casa, 0.00 de área total, 59.66 de área privativa, 90.00 de área do terreno, 2 qto(s), a.serv, WC, 1 sala(s), cozinha.",8444402858680,Ver foto,2021-08-22,2021-09-03
GO,LUZIANIA,PARQUE ESTRELA DALVA IX,"QD-310 LT-07, N. 01, RUA 183",60636.91,107000.0,43.33,Venda Direta Online,"Casa, 0.00 de área total, 65.62 de área privativa, 180.00 de área do terreno, 2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.",8444405046228,Ver foto,2021-08-22,2021-09-03
GO,LUZIANIA,PARQUE ESTRELA DALVA IX,"QD-414 LT-02, N. 02, RUA 158",48769.61,88000.0,44.58,Venda Direta Online,"Casa, 0.00 de área total, 55.24 de área privativa, 115.83 de área do terreno, 2 qto(s), a.serv, WC, 1 sala(s), cozinha.",8555514520674,Ver foto,2021-08-22,2021-09-03
GO,LUZIANIA,PARQUE ESTRELA DALVA IX,"QD-48 LT-24, N. 16, RUA 50",79250.6,143000.0,44.58,Venda Direta Online,"Casa, 0.00 de área total, 60.55 de área privativa, 162.40 de área do terreno, 2 qto(s), a.serv, WC, 1 sala(s), cozinha.",8787702245813,Ver foto,2021-08-22,2021-09-03
GO,LUZIANIA,PARQUE ESTRELA DALVA IX,"QD-50 LT-02, N. 02, RUA 19",72254.25,127500.0,43.33,Venda Direta Online,"Casa, 0.00 de área total, 63.13 de área privativa, 173.75 de área do terreno, 2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",8444404279865,Ver foto,2021-08-22,2021-09-03
GO,LUZIANIA,PARQUE ESTRELA DALVA IX,"QD-64 LT-09, Apto 102, RUA 33",69275.01,125000.0,44.58,Venda Direta Online,"Apartamento, 76.34 de área total, 70.59 de área privativa, 0.00 de área do terreno, 2 qto(s), a.serv, WC, 1 sala(s), cozinha.",8444414525010,,2021-08-22,2021-09-03
GO,LUZIANIA,PARQUE ESTRELA DALVA IX,"QUADRA 65 lote 07 CASA 02, N. 02, RUA 51",61516.21,111000.0,44.58,Venda Direta Online,"Casa, 0.00 de área total, 54.56 de área privativa, 150.00 de área do terreno, 2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.",8444417710632,Ver foto,2021-08-22,2021-09-03
GO,LUZIANIA,PARQUE ESTRELA DALVA IX,"RUA 169 - LT 05 QD 294, N. SN, CS 02",84000.0,70139.3,0.0,1º Leilão SFI,"Casa, 0.00 de área total, 63.40 de área privativa, 180.00 de área do terreno, 2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.",8555516092530,,2021-08-28,2021-09-03
GO,LUZIANIA,PARQUE ESTRELA DALVA IX,"RUA 185 Qd-363 Lt-10, N. 2",52649.01,95000.0,44.58,Venda Direta Online,"Casa, 55.71 de área total, 0.00 de área privativa, 180.00 de área do terreno, 2 qto(s), varanda, WC, 1 sala(s), cozinha.",8444400391652,Ver foto,2021-08-22,2021-09-03
GO,LUZIANIA,PARQUE ESTRELA DALVA IX,"RUA 48, N. S/N, QD38 LT20",50000.0,58600.0,14.68,1º Leilão SFI,"Terreno, 0.00 de área total, 0.00 de área privativa, 360.00 de área do terreno.",10008077,,2021-08-28,2021-09-03
GO,LUZIANIA,PARQUE ESTRELA DALVA IX,"RUA-135 QD-193 LT-15, N. S/N",52540.68,72400.0,27.43,Venda Direta Online,"Terreno, 0.00 de área total, 0.00 de área privativa, 360.00 de área do terreno.",10008068,,2021-08-22,2021-09-03
GO,LUZIANIA,PARQUE ESTRELA DALVA VII,Rua 15 Qd-59 Lt-13,31000.0,34000.0,8.83,Venda Direta Online,"Casa, 100.00 de área total, 0.00 de área privativa, 360.00 de área do terreno, 2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.",8081600102300,,2021-08-22,2021-09-03
GO,LUZIANIA,PARQUE ESTRELA DALVA X,"QD-506 LT-07, N. 01, RUA 350",56528.41,102000.0,44.58,Venda Direta Online,"Casa, 61.98 de área total, 0.00 de área privativa, 180.00 de área do terreno, 2 qto(s), varanda, a.serv, WC, 1 sala(s).",8444400377234,Ver foto,2021-08-22,2021-09-03
GO,LUZIANIA,PARQUE ESTRELA DALVA X,"QD-564 LT-19-B, N. S/N, RUA 416",58370.11,103000.0,43.33,Venda Direta Online,"Casa, 0.00 de área total, 55.07 de área privativa, 174.00 de área do terreno, 2 qto(s), WC, 1 sala(s), cozinha.",8444407799231,Ver foto,2021-08-22,2021-09-03
GO,LUZIANIA,PARQUE ESTRELA DALVA X,"QD-584 LT-09, N. 02, RUA 425",60962.01,110000.0,44.58,Venda Direta Online,"Casa, 0.00 de área total, 57.11 de área privativa, 180.00 de área do terreno, 2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.",8444401003354,Ver foto,2021-08-22,2021-09-03
GO,LUZIANIA,PARQUE ESTRELA DALVA X,"QUADRA 512 lote 11 RUA 351., N. 11",176550.0,321000.0,45.0,Venda Direta Online,"Terreno, 0.00 de área total, 2925.00 de área privativa, 2925.00 de área do terreno.",10008065,,2021-08-22,2021-09-03
GO,LUZIANIA,PARQUE ESTRELA DALVA X,"RUA 323 e AV LUCENA RORIZ QD 463 N 04 LT 02, N. S/N, Cond. Residencial Bello",51540.6,93000.0,44.58,Venda Direta Online,"Casa, 0.00 de área total, 53.70 de área privativa, 141.50 de área do terreno, 2 qto(s), varanda, a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem, 1 edícula.",8555514622345,Ver foto,2021-08-22,2021-09-03
GO,LUZIANIA,PARQUE ESTRELA DALVA X,RUA-351 QD-512 LT-12,163000.0,326000.0,50.0,Venda Direta Online,"Terreno, 0.00 de área total, 0.00 de área privativa, 2910.00 de área do terreno.",10008060,,2021-08-22,2021-09-03
GO,LUZIANIA,PARQUE ESTRELA DALVA X,"RUA-351 QD-512 LT-13, N. 13",152500.0,305000.0,50.0,Venda Direta Online,"Terreno, 0.00 de área total, 0.00 de área privativa, 2820.00 de área do terreno.",10008064,,2021-08-22,2021-09-03
GO,LUZIANIA,PARQUE JK,"Av. Claro Carneiro de Mendonça QD-44 LT-14, Setor Mandu",193920.0,387840.0,50.0,Venda Direta Online,"Casa, 0.00 de área total, 302.54 de área privativa, 379.02 de área do terreno, 3 qto(s), a.serv, WC, 1 sala(s), cozinha.",1555505024661,Ver foto,2021-08-22,2021-09-03
GO,LUZIANIA,PARQUE JK,"RUA 18 A QD-65, N. 00, QD18-A LT20",145140.0,200000.0,27.43,Venda Direta Online,"Terreno, 0.00 de área total, 0.00 de área privativa, 408.30 de área do terreno.",10008191,,2021-08-22,2021-09-03
GO,LUZIANIA,PARQUE JK,"RUA 18 A QD-65, N. S/N, QD65 LT18",137883.0,190000.0,27.43,Venda Direta Online,"Terreno, 0.00 de área total, 0.00 de área privativa, 408.30 de área do terreno.",10008160,,2021-08-22,2021-09-03
GO,LUZIANIA,PARQUE JK,"RUA 18 A QD-65, N. S/N, QD65 LT19",120466.2,166000.0,27.43,Venda Direta Online,"Terreno, 0.00 de área total, 0.00 de área privativa, 408.30 de área do terreno.",10008203,,2021-08-22,2021-09-03
GO,LUZIANIA,PARQUE JK,"RUA 18 A QD-65, N. S/N, QD65 LT21",134254.5,185000.0,27.43,Venda Direta Online,"Terreno, 0.00 de área total, 0.00 de área privativa, 408.30 de área do terreno.",10008192,,2021-08-22,2021-09-03
GO,LUZIANIA,PARQUE JK,"RUA 18 A QD-65, N. S/N, QD65 LT23 SETOR MANDU",128448.9,177000.0,27.43,Venda Direta Online,"Terreno, 543.09 de área total, 0.00 de área privativa, 543.09 de área do terreno.",10008200,,2021-08-22,2021-09-03
GO,LUZIANIA,PARQUE JK,"RUA 18 A, N. S/N, QD65 LT22",134254.5,185000.0,27.43,Venda Direta Online,"Terreno, 0.00 de área total, 0.00 de área privativa, 416.42 de área do terreno.",10008199,,2021-08-22,2021-09-03
GO,LUZIANIA,PARQUE JK,"RUA 18 A, N. S/N, QD65 LT24",112483.5,155000.0,27.43,Venda Direta Online,"Terreno, 0.00 de área total, 0.00 de área privativa, 416.42 de área do terreno.",10008204,,2021-08-22,2021-09-03
GO,LUZIANIA,PARQUE JK,"RUA 18 QD-65 Lote 14, N. 14, Setor Mandu",130626.0,180000.0,27.43,Venda Direta Online,"Terreno, 0.00 de área total, 408.30 de área privativa, 408.30 de área do terreno.",10008157,,2021-08-22,2021-09-03
GO,LUZIANIA,PARQUE JK,"RUA 180 QD-65, N. 16",132803.1,183000.0,27.43,Venda Direta Online,"Terreno, 0.00 de área total, 0.00 de área privativa, 408.30 de área do terreno.",10008158,,2021-08-22,2021-09-03
GO,LUZIANIA,PARQUE JK,"RUA 180 QD-65, N. 17",145140.0,200000.0,27.43,Venda Direta Online,"Terreno, 0.00 de área total, 0.00 de área privativa, 408.30 de área do terreno.",10008159,,2021-08-22,2021-09-03
GO,LUZIANIA,PARQUE JK,RUA 34-A LT 11 - QD 98,262100.0,344500.0,23.92,1º Leilão SFI,"Terreno, 0.00 de área total, 0.01 de área privativa, 870.28 de área do terreno.",1444404217969,,2021-08-28,2021-09-03
GO,LUZIANIA,PARQUE SANTA FE,"QD-73 LT-34, N. 02, RUA 12",61516.21,111000.0,44.58,Venda Direta Online,"Casa, 0.00 de área total, 57.75 de área privativa, 360.00 de área do terreno, 2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.",8444415853320,Ver foto,2021-08-22,2021-09-03
GO,LUZIANIA,PARQUE SOL NASCENTE,"QUADRA 45 LOTE 05 UNIDADE 1, N. 00001, CONDOMÍNIO ALMARK NASCENTE",70937.61,128000.0,44.58,Venda Direta Online,"Casa, 0.00 de área total, 63.72 de área privativa, 180.00 de área do terreno, 2 qto(s), varanda, a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem, 1 edícula.",8444415172633,Ver foto,2021-08-22,2021-09-03
GO,LUZIANIA,PARQUE SOL NASCENTE,"QUADRA 46 LOTE 02 CASA, N. 01, Cond. BRE",65395.61,118000.0,44.58,Venda Direta Online,"Casa, 0.00 de área total, 68.35 de área privativa, 180.00 de área do terreno, 2 qto(s), varanda, a.serv, WC, 1 sala(s), sacada, cozinha, 1 edícula.",8444415201927,Ver foto,2021-08-22,2021-09-03
GO,LUZIANIA,VERA CRUZ,AVENIDA SÃO PAULO QD-09 CH-12,1329885.16,1832555.0,27.44,Venda Direta Online,"Terreno, 0.00 de área total, 0.00 de área privativa, 10635.84 de área do terreno.",10008146,,2021-08-22,2021-09-03
GO,LUZIANIA,VERA CRUZ,"AVENIDA VERA CRUZ QD-9 CHACARA-8, Avenida Rio Grande do Sul.",1040363.52,1433600.0,27.43,Venda Direta Online,"Terreno, 0.00 de área total, 0.00 de área privativa, 12000.00 de área do terreno.",10008699,,2021-08-22,2021-09-03
GO,LUZIANIA,VILA ISABEL,"QD-23 LT-04, N. 02, RUA 11",55420.01,100000.0,44.58,Venda Direta Online,"Casa, 0.00 de área total, 61.49 de área privativa, 150.00 de área do terreno, 2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.",8444405661178,Ver foto,2021-08-22,2021-09-03
GO,LUZIANIA,VILA JURACY,"RUA 25, N. S/N, AREA B",523260.0,810000.0,35.4,Venda Direta Online,"Comercial, 210.00 de área total, 0.00 de área privativa, 2082.00 de área do terreno, 2 qto(s), a.serv, WC, 1 sala(s), cozinha.",1555531296894,Ver foto,2021-08-22,2021-09-03
GO,LUZIANIA,,"Q QC 02 CJ B BL 12, Apto 104, ED CASSIA - CIDADE JARDINS",45000.0,100000.0,55.0,Venda Online,"Apartamento, 0.00 de área total, 42.86 de área privativa, 0.00 de área do terreno, 2 qto(s), a.serv, WC, 1 sala(s), cozinha.",3000406437161,,2021-09-02,2021-09-03
