link,endereco,bairro,descricao,preco,valor,desconto,modalidade,foto,cidade,estado
1444405250480,"AV MANOEL PACIENCIA, N. 01055",CENTRO,"Casa, 0.00 de área total, 81.61 de área privativa, 112.84 de área do terreno, 2 qto(s), WC, 2 sala(s), cozinha.",52649.0,81500.0,35.4,Venda Online,Ver foto,GOVERNADOR ARCHER,MA
1444407942508,"RUA JOSE LOURENÇO, N. 457",CENTRO,"Casa, 0.00 de área total, 104.40 de área privativa, 227.71 de área do terreno, 1 qto(s), a.serv, 2 suite(s), 1 sala(s), cozinha.",61699.0,95509.29,35.41,Venda Online,Ver foto,GOVERNADOR ARCHER,MA
1444408079021,"AV MANOEL PACIÊNCIA, N. 1108",CENTRO,"Casa, 0.00 de área total, 155.55 de área privativa, 253.00 de área do terreno, 3 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco.",60724.0,94000.0,35.4,Venda Online,Ver foto,GOVERNADOR ARCHER,MA
1444408404453,"RUA JOSÉ LOURENÇO, N. 299",CENTRO,"Comercial, 2244.20 de área total, 167.56 de área privativa, 2244.20 de área do terreno, WC.",78400.0,196000.0,60.0,Venda Online,Ver foto,GOVERNADOR ARCHER,MA
1555512595962,"AVENIDA COSTA E SILVA, N. 330",CENTRO,"Casa, 163.41 de área total, 97.90 de área privativa, 163.41 de área do terreno, 3 qto(s), a.serv, WC, 2 sala(s), cozinha.",17000.0,85000.0,80.0,Venda Online,Ver foto,GOVERNADOR ARCHER,MA
1555516143543,"RUA PRES HUMBERTO CASTELO BRANCO, N. 256",CENTRO,"Casa, 0.00 de área total, 151.50 de área privativa, 100.20 de área do terreno, 3 qto(s), varanda, WC, 2 sala(s), cozinha, Terraco.",78010.76,119000.0,34.45,Venda Online,Ver foto,GOVERNADOR ARCHER,MA
1555516172527,"RUA JOSE LOURENCO, N. 705",CENTRO,"Casa, 0.00 de área total, 41.94 de área privativa, 0.00 de área do terreno, 3 qto(s), a.serv, WC, cozinha, 1 vaga(s) de garagem.",74290.0,115000.0,35.4,Venda Online,Ver foto,GOVERNADOR ARCHER,MA
8444404268359,"TRAVESSA SANTA FILOMENA, N. 70",,"Casa, 0.00 de área total, 72.00 de área privativa, 154.10 de área do terreno, 2 qto(s), WC, 2 sala(s), cozinha.",31168.5,55000.0,43.33,Venda Online,Ver foto,GOVERNADOR ARCHER,MA
8444404954341,"AV PRESIDENTE COSTA E SILVA, N. 443",CENTRO,"Casa, 254.40 de área total, 68.04 de área privativa, 254.40 de área do terreno, 2 qto(s), WC, 2 sala(s), cozinha.",40235.7,71000.0,43.33,Venda Online,Ver foto,GOVERNADOR ARCHER,MA
8444405998482,"R RUI BARBOSA, N. 61",CENTRO,"Casa, 116.80 de área total, 85.12 de área privativa, 187.04 de área do terreno, 2 qto(s), varanda, a.serv, WC, 2 sala(s), cozinha, 1 vaga(s) de garagem.",53269.81,94000.0,43.33,Venda Online,Ver foto,GOVERNADOR ARCHER,MA
8444406998265,"RUA DEPUTADO MANOEL GOMES, N. 266, CASA",CENTRO,"Casa, 0.00 de área total, 72.00 de área privativa, 213.18 de área do terreno, 3 qto(s), WC, 2 sala(s), cozinha.",43069.2,76000.0,43.33,Venda Online,Ver foto,GOVERNADOR ARCHER,MA
8444407595962,"RUA ALENCAR, N. 38",CENTRO,"Casa, 0.00 de área total, 113.22 de área privativa, 205.85 de área do terreno, 2 qto(s), varanda, a.serv, 1 suite(s), WC, 1 sala(s), cozinha.",46469.41,82000.0,43.33,Venda Online,Ver foto,GOVERNADOR ARCHER,MA
8444408143976,"RUA TIRADENTES, N. 496",CENTRO,"Casa, 0.00 de área total, 88.68 de área privativa, 0.00 de área do terreno, 2 qto(s), WC, 1 sala(s), cozinha.",35191.7,63500.0,44.58,Venda Online,Ver foto,GOVERNADOR ARCHER,MA
8444408237610,"R TIRADENTES, N. 495",CENTRO,"Casa, 0.00 de área total, 82.60 de área privativa, 129.38 de área do terreno, 2 qto(s), WC, 1 sala(s), cozinha.",37962.71,68500.0,44.58,Venda Online,Ver foto,GOVERNADOR ARCHER,MA
8444408322641,"R SANTA LUZIA, N. 125",,"Casa, 0.00 de área total, 85.00 de área privativa, 189.00 de área do terreno.",45336.0,80000.0,43.33,Venda Online,Ver foto,GOVERNADOR ARCHER,MA
8444408863120,"RUA SAO FRANCISCO, N. 88",CENTRO,"Casa, 0.00 de área total, 68.40 de área privativa, 0.00 de área do terreno, 2 qto(s), WC, 1 sala(s), cozinha.",13800.0,69000.0,80.0,Venda Online,Ver foto,GOVERNADOR ARCHER,MA
8444409012409,"RUA NOVA 02, N. 32",,"Casa, 216.30 de área total, 96.00 de área privativa, 216.30 de área do terreno, 2 qto(s), 1 suite(s), WC, 1 sala(s), cozinha.",17200.0,86000.0,80.0,Venda Online,Ver foto,GOVERNADOR ARCHER,MA
8444410853551,"RUA PADRE CICERO, N. 36",,"Casa, 0.00 de área total, 100.11 de área privativa, 240.00 de área do terreno, 2 qto(s), 1 suite(s), WC, cozinha, Terraco.",49323.81,89000.0,44.58,Venda Online,Ver foto,GOVERNADOR ARCHER,MA
8444413881327,"RUA PADRE CÍCERO, N. 35",,"Casa, 240.00 de área total, 100.11 de área privativa, 240.00 de área do terreno, 2 qto(s), 1 suite(s), WC, 1 sala(s), cozinha.",40179.5,72500.0,44.58,Venda Online,Ver foto,GOVERNADOR ARCHER,MA
8555518569490,"TRAVESSA 1º DE MAIO, N. 74",CENTRO,"Casa, 0.00 de área total, 78.00 de área privativa, 0.00 de área do terreno, 3 qto(s), WC, 2 sala(s), cozinha.",14600.0,73000.0,80.0,Venda Online,Ver foto,GOVERNADOR ARCHER,MA
1444407671890,"RUA PRIMEIRO DE MAIO, N. S/N, ESQUINA COM MA256",,"Terreno, 0.00 de área total, 0.00 de área privativa, 184.00 de área do terreno.",92055.0,142500.0,35.4,Venda Online,Ver foto,GOVERNADOR EUGENIO BARROS,MA
1444407965141,"RUA 7 DE SETEMBRO, N. SN",CENTRO,"Terreno, 0.00 de área total, 0.00 de área privativa, 945.90 de área do terreno.",69122.0,107000.0,35.4,Venda Online,Ver foto,GOVERNADOR EUGENIO BARROS,MA
1444408108404,"RUA SAO FRANCISCO, N. 30",CENTRO,"Casa, 157.00 de área total, 157.00 de área privativa, 600.00 de área do terreno, 3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",71060.0,110000.0,35.4,Venda Online,Ver foto,GOVERNADOR EUGENIO BARROS,MA
8444409586235,"PRAÇAO DA BÍBLIA, N. 05",,"Casa, 0.00 de área total, 87.19 de área privativa, 225.00 de área do terreno, 2 qto(s), varanda, WC, 1 sala(s), cozinha.",41652.46,73500.0,43.33,Venda Online,Ver foto,GOVERNADOR LUIZ ROCHA,MA
10002078,"R MANUEL DE SOUSA LIMA, N. S/N",CENTRO,"Casa, 0.00 de área total, 65.88 de área privativa, 109.20 de área do terreno, 2 qto(s), WC, 1 sala(s), cozinha.",48758.22,96500.0,49.48,Venda Online,Ver foto,GRAJAU,MA
10008319,"RUA PROJETADA, N. SN",,"Terreno, 0.00 de área total, 0.00 de área privativa, 2463.70 de área do terreno.",47170.5,65000.0,27.43,Venda Online,Ver foto,GRAJAU,MA
10012027,"RUA GIPSITA, N. S/N, VILA TUCUM",,"Terreno, 0.00 de área total, 0.00 de área privativa, 1470.00 de área do terreno.",43542.0,60000.0,27.43,Venda Online,Ver foto,GRAJAU,MA
1444406347673,"RUIA DAS ARARAS, N. S/N, QD 332 LT 10",,"Casa, 0.00 de área total, 126.04 de área privativa, 330.00 de área do terreno, 2 qto(s), varanda, 1 suite(s), WC, 2 sala(s), cozinha.",118864.0,184000.0,35.4,Venda Online,Ver foto,GRAJAU,MA
1444408790680,"AV EDSON LOBÃO, N. 301",,"Casa, 0.00 de área total, 120.00 de área privativa, 437.80 de área do terreno, 1 qto(s), varanda, a.serv, 1 suite(s), WC, 2 sala(s), cozinha.",86241.01,133500.0,35.4,Venda Online,Ver foto,GRAJAU,MA
1555532625557,"RUA TIRADENTES, N. 262",,"Casa, 0.00 de área total, 111.78 de área privativa, 213.60 de área do terreno, WC, 1 sala(s).",100501.12,191600.0,47.55,Venda Online,Ver foto,GRAJAU,MA
1444404204247,"RUA SÃO JOSE, N. 44",,"Casa, 0.00 de área total, 88.00 de área privativa, 240.00 de área do terreno, 3 qto(s), WC, 1 sala(s), cozinha, Terraco.",56912.6,88100.0,35.4,Venda Online,Ver foto,HUMBERTO DE CAMPOS,MA
1444406508448,"R 01, N. 21, QD 02 LOTEAMENTO RES IRINEU FONSECA",CENTRO,"Casa, 0.00 de área total, 68.80 de área privativa, 450.00 de área do terreno, 2 qto(s), WC, 1 sala(s), cozinha, Terraco.",87533.0,135500.0,35.4,Venda Online,Ver foto,HUMBERTO DE CAMPOS,MA
1444407993366,"RUA SANTA CRUZ, N. 300",CENTRO,"Casa, 0.00 de área total, 68.56 de área privativa, 0.00 de área do terreno, 2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.",67830.0,105000.0,35.4,Venda Online,Ver foto,HUMBERTO DE CAMPOS,MA
1555511269158,"RUA TRAVESSA DO CAMPO, N. 19",,"Casa, 155.94 de área total, 155.94 de área privativa, 285.00 de área do terreno, 2 qto(s), a.serv, 1 suite(s), WC, 1 sala(s), cozinha.",44905.0,128300.0,65.0,Venda Online,Ver foto,HUMBERTO DE CAMPOS,MA
8152100045440,"RUA SANTA CRUZ, N. 02, BAIRRO SAO BERNARDO",,"Casa, 118.62 de área total, 118.62 de área privativa, 799.73 de área do terreno, 2 qto(s), WC, cozinha.",65728.45,113000.0,41.84,Venda Online,Ver foto,HUMBERTO DE CAMPOS,MA
8152100047184,"R FAZENDA, N. 66",CENTRO,"Casa, 133.50 de área total, 97.50 de área privativa, 264.00 de área do terreno, 3 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.",56881.37,115000.0,50.54,Venda Online,Ver foto,HUMBERTO DE CAMPOS,MA
10002176,"RUA 03, N. S/N, QD 11 LT 20",,"Terreno, 0.00 de área total, 0.00 de área privativa, 381.33 de área do terreno.",62773.05,86500.0,27.43,Venda Online,Ver foto,IMPERATRIZ,MA
10002177,"RUA 03, N. S/N, QD 11 LT 21",,"Terreno, 0.00 de área total, 0.00 de área privativa, 381.33 de área do terreno.",62773.05,86500.0,27.43,Venda Online,Ver foto,IMPERATRIZ,MA
10002178,"RUA 03, N. S/N, QD 11 LT 23",,"Terreno, 0.00 de área total, 0.00 de área privativa, 381.33 de área do terreno.",62773.05,86500.0,27.43,Venda Online,Ver foto,IMPERATRIZ,MA
10002179,"RUA 03, N. S/N, QD 11 LT 24",,"Terreno, 0.00 de área total, 0.00 de área privativa, 381.33 de área do terreno.",62773.05,86500.0,27.43,Venda Online,Ver foto,IMPERATRIZ,MA
10002181,"RUA 06, N. S/N, QD 09 LT 01",,"Terreno, 0.00 de área total, 0.00 de área privativa, 439.77 de área do terreno.",71481.45,98500.0,27.43,Venda Online,Ver foto,IMPERATRIZ,MA
10002182,"RUA 06, N. S/N, QD 09 LT 02",,"Terreno, 0.00 de área total, 0.00 de área privativa, 373.83 de área do terreno.",61684.5,85000.0,27.43,Venda Online,Ver foto,IMPERATRIZ,MA
10002183,"RUA 05, N. S/N, QD 09 LT 28",,"Terreno, 0.00 de área total, 0.00 de área privativa, 381.33 de área do terreno.",59870.25,82500.0,27.43,Venda Online,Ver foto,IMPERATRIZ,MA
10002185,"RUA 05, N. S/N, QD 10 LT 01",,"Terreno, 0.00 de área total, 0.00 de área privativa, 389.12 de área do terreno.",63861.6,88000.0,27.43,Venda Online,Ver foto,IMPERATRIZ,MA
10002186,"RUA 05, N. S/N, QD 10 LT 02",,"Terreno, 0.00 de área total, 0.00 de área privativa, 383.07 de área do terreno.",63135.9,87000.0,27.43,Venda Online,Ver foto,IMPERATRIZ,MA
10002187,"RUA 05, N. S/N, QD 10 LT 03",,"Terreno, 0.00 de área total, 0.00 de área privativa, 383.07 de área do terreno.",63135.9,87000.0,27.43,Venda Online,Ver foto,IMPERATRIZ,MA
10002188,"RUA 04, N. S/N, Apto Q, QD 10 LT 19",,"Terreno, 0.00 de área total, 0.00 de área privativa, 362.60 de área do terreno.",63498.75,87500.0,27.43,Venda Online,Ver foto,IMPERATRIZ,MA
10002189,"RUA 04, N. S/N, QD 10 LT 20",,"Terreno, 0.00 de área total, 0.00 de área privativa, 371.92 de área do terreno.",61321.65,84500.0,27.43,Venda Online,Ver foto,IMPERATRIZ,MA
10002190,"RUA 04, N. S/N, QD 10 LT 27",,"Terreno, 0.00 de área total, 0.00 de área privativa, 371.92 de área do terreno.",61321.65,84500.0,27.43,Venda Online,Ver foto,IMPERATRIZ,MA
10002729,"AV CENTRAL, N. S/N, QD 18 LTS 04-10, 19, 23-25",VILA MARIA,"Terreno, 0.00 de área total, 0.00 de área privativa, 4480.00 de área do terreno.",576205.8,794000.0,27.43,Venda Online,Ver foto,IMPERATRIZ,MA
10003046,"R PEDRO AFONSO, N. 27, QD 24, LT 07",PARQUE PLANALTO,"Casa, 0.00 de área total, 197.71 de área privativa, 311.88 de área do terreno, 3 qto(s), varanda, a.serv, WC, 2 sala(s), cozinha.",378089.7,521000.0,27.43,Venda Online,Ver foto,IMPERATRIZ,MA
10004588,"RUA 04, N. S/N, LOTE 02 QUADRA 11",COCO GRANDE,"Terreno, 0.00 de área total, 393.66 de área privativa, 393.66 de área do terreno.",64224.45,88500.0,27.43,Venda Online,,IMPERATRIZ,MA
10004593,"RUA 04, N. S/N, LOTE 04 QUADRA 11",COCO GRANDE,"Terreno, 0.00 de área total, 393.66 de área privativa, 393.66 de área do terreno.",71118.6,98000.0,27.43,Venda Online,,IMPERATRIZ,MA
10005294,"RUA ANTONIO MIRANDA, N. 235, Apto 235, UNID 235",CENTRO,"Prédio, 0.00 de área total, 718.65 de área privativa, 663.00 de área do terreno.",643695.9,880000.0,26.86,Venda Online,,IMPERATRIZ,MA
10008646,"R GREGORIO DE MATOS, N. 281, QD NCD, LT 0182",BACURI,"Casa, 0.00 de área total, 103.10 de área privativa, 270.00 de área do terreno.",158928.3,219000.0,27.43,Venda Online,Ver foto,IMPERATRIZ,MA
1444401158201,"RUA PROJETADA II, N. 02-U, LOTE 02-U QD 01-C",VILA FIQUENE,"Casa, 88.02 de área total, 69.79 de área privativa, 170.00 de área do terreno, 2 qto(s), 1 suite(s), WC, 1 sala(s), cozinha.",67507.0,104500.0,35.4,Venda Online,Ver foto,IMPERATRIZ,MA
1444402643154,"RUA RIO BRANCO (AV SÃO JOÃO), N. S/N, QD 12 LT 08,09,24 E 25",,"Terreno, 0.00 de área total, 0.00 de área privativa, 1200.00 de área do terreno.",273258.0,423000.0,35.4,Venda Online,Ver foto,IMPERATRIZ,MA
1444402649500,"AV CENTRAL, N. S/N, QD E LT 01 AO 04 PQ PORTAL DA AMAZONIA",,"Terreno, 0.00 de área total, 0.00 de área privativa, 4160.00 de área do terreno.",513825.0,790500.0,35.0,Venda Online,Ver foto,IMPERATRIZ,MA
1444403051285,"RUA GODOFREDO VIANA, N. 714, LT 81 QD 103",SANTA RITA,"Casa, 210.04 de área total, 151.58 de área privativa, 210.04 de área do terreno, 1 qto(s), 2 suite(s), WC, 2 sala(s), cozinha, 1 vaga(s) de garagem.",136125.0,302500.0,55.0,Venda Online,Ver foto,IMPERATRIZ,MA
1444403272192,"RUA RAFAEL DE ALMEIDA, N. 04",BACURI,"Casa, 0.00 de área total, 346.72 de área privativa, 0.00 de área do terreno, 4 qto(s), varanda, a.serv, 1 suite(s), WC, 2 sala(s), cozinha.",245500.0,491000.0,50.0,Venda Online,Ver foto,IMPERATRIZ,MA
1444403797899,"RUA PORTO ALEGRE, N. 03, LOTE 03 QUADRA 01-A",VILA FIQUENE,"Casa, 0.00 de área total, 59.50 de área privativa, 0.00 de área do terreno, 2 qto(s), a.serv, WC, 1 sala(s), cozinha.",57171.0,88500.0,35.4,Venda Online,Ver foto,IMPERATRIZ,MA
1444404428404,"RUA MARANHAO, N. 381, QD 31, LT 47",CENTRO,"Casa, 410.06 de área total, 400.32 de área privativa, 410.06 de área do terreno, 2 qto(s), 2 suite(s), WC, 2 sala(s), sacada, cozinha.",331650.0,603000.0,45.0,Venda Online,Ver foto,IMPERATRIZ,MA
1444404767993,"ESTRADA VICINAL, N. S/N, QUADRA 05",COCO GRANDE,"Terreno, 23000.00 de área total, 0.00 de área privativa, 23000.00 de área do terreno.",641745.0,987300.0,35.0,Venda Online,Ver foto,IMPERATRIZ,MA
1444404925149,"AV MARANHAO DO SUL, N. 22, LOTE 22 QUADRA 37",PARQUE PLANALTO,"Casa, 0.00 de área total, 116.64 de área privativa, 0.00 de área do terreno, 3 qto(s), a.serv, 1 suite(s), WC, 2 sala(s), DCE, cozinha, 1 vaga(s) de garagem.",289408.0,448000.0,35.4,Venda Online,Ver foto,IMPERATRIZ,MA
1444405394899,"IBIRAPUERA, N. SN, QD 93 LT 406",RESIDENCIAL CALIFORNIA,"Terreno, 0.00 de área total, 0.00 de área privativa, 4876.00 de área do terreno.",350350.0,539000.0,35.0,Venda Online,Ver foto,IMPERATRIZ,MA
1444405447240,"RUA PROJETADA, N. 17, LT17; QD09",,"Casa, 0.00 de área total, 69.81 de área privativa, 466.70 de área do terreno, 1 qto(s), varanda, a.serv, 1 suite(s), WC, 1 sala(s), cozinha.",132753.0,205500.0,35.4,Venda Online,Ver foto,IMPERATRIZ,MA
1444405452139,"RUA MARIO BRAMBILA, N. 13, LOTE 13 QUADRA 70",PARQUE ALVORADA,"Casa, 0.00 de área total, 69.93 de área privativa, 0.00 de área do terreno, 3 qto(s), a.serv, 1 suite(s), WC, 1 sala(s), cozinha.",91409.0,141500.0,35.4,Venda Online,Ver foto,IMPERATRIZ,MA
1444405511500,"RUA SAO MARCOS, N. SN, LOTE 01 QUADRA 05",JARDIM ORIENTAL,"Terreno, 0.00 de área total, 0.00 de área privativa, 1872.26 de área do terreno.",239785.0,325000.0,26.22,Venda Online,Ver foto,IMPERATRIZ,MA
1444405886384,"ESTRADA CARROÇÁVEL DO CACAUZINHO, N. SN, LOTE 03 ; QUADRA Q-2",RESIDENCIAL TEOTONIO VILELA,"Casa, 0.00 de área total, 59.50 de área privativa, 130.00 de área do terreno, 2 qto(s), WC, 1 sala(s), cozinha.",20700.0,103500.0,80.0,Venda Online,Ver foto,IMPERATRIZ,MA
1444406137610,"ESTRADA DO BALNEARIO, N. SN, QUADRA 283 SETOR 4 LOTE 1133",LEANDRA,"Terreno, 0.00 de área total, 0.00 de área privativa, 5756.52 de área do terreno.",563204.85,918500.0,38.69,Venda Online,Ver foto,IMPERATRIZ,MA
1444406361528,"RUA I (RUA PROJETADA 2), N. SN, LOTE 10, QUADRA Q-1",VILA FIQUENE,"Casa, 0.00 de área total, 59.50 de área privativa, 0.00 de área do terreno, 2 qto(s), WC, 1 sala(s), cozinha.",23900.0,119500.0,80.0,Venda Online,Ver foto,IMPERATRIZ,MA
1444406542328,"RUA PROJETADA I, N. SN, LOTE 04 QUADRA A",PARQUE ALVORADA,"Casa, 0.00 de área total, 71.10 de área privativa, 0.00 de área do terreno, 2 qto(s), a.serv, WC, 1 sala(s), cozinha.",68799.0,106500.0,35.4,Venda Online,Ver foto,IMPERATRIZ,MA
1444408505853,"RUA INDIANAPOLIS, N. 06, LOTE 06 QUADRA 75",PARQUE ALVORADA,"Casa, 0.00 de área total, 80.00 de área privativa, 360.00 de área do terreno, 2 qto(s), 1 suite(s), WC, 1 sala(s), cozinha.",125970.0,195000.0,35.4,Venda Online,Ver foto,IMPERATRIZ,MA
1555505615813,"AV CENTRAL, N. S/N, QD E LTS 01 E 04 LOT PARQUE PORTAO DA",PORTAL DA AMAZONIA,"Terreno, 0.00 de área total, 0.00 de área privativa, 480.00 de área do terreno.",93632.14,126907.2,26.22,Venda Online,Ver foto,IMPERATRIZ,MA
1555514548619,"JOAO PALMEIRAS, N. S/N, DT 01 ZONA 02 QD 117 LT 50",VILA NOVA,"Terreno, 0.00 de área total, 0.00 de área privativa, 291.00 de área do terreno.",111481.81,174000.0,35.93,Venda Online,Ver foto,IMPERATRIZ,MA
1555519739145,"RUA DOM PEDRO I, N. S/N, QD 47 LT 230",BACURI,"Terreno, 0.00 de área total, 0.00 de área privativa, 4664.29 de área do terreno.",601119.56,858742.23,30.01,Venda Online,Ver foto,IMPERATRIZ,MA
1555525112825,"RUA HENRIQUE DIAS, N. 170 A, DISTRITO 01 ZONA 08 Q 072 LOT 054",SAO JOSE DO EGITO,"Terreno, 0.00 de área total, 0.00 de área privativa, 533.00 de área do terreno.",211052.01,380000.0,44.46,Venda Online,Ver foto,IMPERATRIZ,MA
1555527152328,"RUA MARANHAO, N. S/N, QUADRA 0018",CENTRO,"Prédio, 1200.00 de área total, 1200.00 de área privativa, 990.00 de área do terreno.",1371700.0,2494000.0,45.0,Venda Online,Ver foto,IMPERATRIZ,MA
1555527194551,"RUA TOCANTINS, N. S/N, Quadra AT, Lote 17",PARQUE SANTA LUCIA,"Terreno, 230.00 de área total, 230.00 de área privativa, 230.00 de área do terreno.",17600.0,88000.0,80.0,Venda Online,Ver foto,IMPERATRIZ,MA
1555527521366,"RUA PARÁ, N. S/N, QUADRA 159, SETOR 01, LOTE 318",CENTRO,"Terreno, 1395.00 de área total, 0.00 de área privativa, 1395.00 de área do terreno.",715000.0,1100000.0,35.0,Venda Online,Ver foto,IMPERATRIZ,MA
1555527950879,"AV ATLANTICA QD 77 SETOR 17, N. S/N, QD77 LT384 PQ LAGOINHA",,"Terreno, 0.00 de área total, 0.00 de área privativa, 6983.00 de área do terreno.",381550.0,587000.0,35.0,Venda Online,,IMPERATRIZ,MA
1555528029295,"RUA PROJETADA - SETOR 17, N. S/N, QD61 LT282 BAIRRO JARDIM OLIVEIRA",,"Terreno, 0.00 de área total, 0.00 de área privativa, 6288.04 de área do terreno.",169400.0,308000.0,45.0,Venda Online,Ver foto,IMPERATRIZ,MA
1555528294339,"Rua Independência, N. S/N, QD 04 LOTES 01 A 03",,"Terreno, 4808.25 de área total, 0.00 de área privativa, 4808.25 de área do terreno.",265800.0,443000.0,40.0,Venda Online,Ver foto,IMPERATRIZ,MA
1555529180256,"RUA TRIANGULAR, N. SN, QD 11 LOTES 02, 03 E 04",ALTO BONITO DO TRIANGULO,"Terreno, 0.00 de área total, 0.00 de área privativa, 930.00 de área do terreno.",148642.41,232000.0,35.93,Venda Online,,IMPERATRIZ,MA
1555529668526,"ESTRADA CARROCAVEL, N. SN, LOTE 02",,"Terreno, 0.00 de área total, 0.00 de área privativa, 48211.90 de área do terreno.",760500.0,1170000.0,35.0,Venda Online,,IMPERATRIZ,MA
1555529804918,"RUA JACAREPAGUA, N. S/N, SET 17 QD 56 LOT 327",,"Terreno, 0.00 de área total, 0.00 de área privativa, 4157.75 de área do terreno.",414050.0,637000.0,35.0,Venda Online,,IMPERATRIZ,MA
1555529839762,"ESTRADA CARROÇAVEL, N. S/N, LOTE 03-A",,"Terreno, 0.00 de área total, 0.00 de área privativa, 30522.00 de área do terreno.",531700.0,818000.0,35.0,Venda Online,Ver foto,IMPERATRIZ,MA
1555529915027,"RU PAULO AFONSO, N. 555, QD 13 LT26 LOT CENTRAL",JARDIM SAO LUIS,"Terreno, 0.00 de área total, 0.00 de área privativa, 720.00 de área do terreno.",145750.0,265000.0,45.0,Venda Online,Ver foto,IMPERATRIZ,MA
1555530549985,"RUA CIRCULAR, N. S/N, Q 78, L 240",JARDIM CAMBORIU,"Terreno, 0.00 de área total, 0.00 de área privativa, 4775.94 de área do terreno.",147125.0,267500.0,45.0,Venda Online,Ver foto,IMPERATRIZ,MA
1555530914152,"RUA DOS BANDEIRANTES, N. SN, QD61 LOTES 01-02-03-04",IMIGRANTES,"Terreno, 0.00 de área total, 0.00 de área privativa, 1720.00 de área do terreno.",132750.0,265500.0,50.0,Venda Online,Ver foto,IMPERATRIZ,MA
1555531594305,"RUA PROJETADA II, N. SN, LOTE 31,32, 33 e 34 QUADRA C",PARQUE ALVORADA,"Terreno, 0.00 de área total, 0.00 de área privativa, 840.98 de área do terreno.",56000.0,160000.0,65.0,Venda Online,,IMPERATRIZ,MA
1555533501843,"RUA SAO LUIS, N. 133, LOTE 69 QD14 ZONA 2 UNID 01",VILINHA,"Casa, 0.00 de área total, 68.62 de área privativa, 168.75 de área do terreno, 2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",71646.6,129000.0,44.46,Venda Online,Ver foto,IMPERATRIZ,MA
16970,"RUA LUIS DOMINGUES, N. 100, DISTRITO 01, SETOR 08, QD 15, LT 114",CENTRO,"Terreno, 0.00 de área total, 0.00 de área privativa, 215.00 de área do terreno.",79827.01,110000.0,27.43,Licitação Aberta,Ver foto,IMPERATRIZ,MA
16972,"LUIS DOMINGUES, N. S/N, QD 15, LT 103, SETOR 08, UND 001",CENTRO,"Terreno, 0.00 de área total, 0.00 de área privativa, 258.00 de área do terreno.",115386.31,159000.0,27.43,Licitação Aberta,Ver foto,IMPERATRIZ,MA
16973,"LUIS DOMINGUES, N. S/N, DISTRITO, ZONA 08, QD 15, LT 103, UND",BEIRA RIO,"Terreno, 0.00 de área total, 0.00 de área privativa, 430.00 de área do terreno.",161468.25,222500.0,27.43,Licitação Aberta,Ver foto,IMPERATRIZ,MA
16974,"RUA RIO GRANDE DO NORTE, N. 892, DISTRITO 01, ZONA 07, QD 65, LT 19",CENTRO,"Loja, 0.00 de área total, 0.00 de área privativa, 130.00 de área do terreno.",181628.59,253000.0,28.22,Licitação Aberta,,IMPERATRIZ,MA
17056,"RUA RIO DE JANEIRO, N. 15, LOTE 05",JARDIM SAO LUIS,"Casa, 0.00 de área total, 156.96 de área privativa, 300.00 de área do terreno, 3 qto(s), 1 suite(s), WC, 1 sala(s), cozinha.",252543.6,348000.0,27.43,Licitação Aberta,Ver foto,IMPERATRIZ,MA
8444401671217,"RUA SAO LAZARO, N. 4, LOTE 5 QD08",JARDIM ANDREA,"Casa, 0.00 de área total, 69.30 de área privativa, 182.81 de área do terreno, 1 qto(s), a.serv, 1 suite(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",61516.2,111000.0,44.58,Venda Online,Ver foto,IMPERATRIZ,MA
8444404568093,"RUA HELENA ALVES DA SILVA, N. 20, LOTE 20; QUADRA 81",VILA VITORIA,"Casa, 0.00 de área total, 69.81 de área privativa, 0.00 de área do terreno, 2 qto(s), varanda, a.serv, 1 suite(s), WC, 1 sala(s).",69275.0,125000.0,44.58,Venda Online,Ver foto,IMPERATRIZ,MA
8444405048379,"RUA HELENA ALVES DA SILVA, N. 25, QUADRA 81",VILA VITORIA,"Casa, 0.00 de área total, 69.81 de área privativa, 0.00 de área do terreno, 2 qto(s), varanda, a.serv, 1 suite(s), WC, 1 sala(s), cozinha.",69552.1,125500.0,44.58,Venda Online,Ver foto,IMPERATRIZ,MA
8444405820543,"RUA I, N. 07, QUADRA 02, LOTE 07",VILA FIQUENE,"Casa, 0.00 de área total, 59.50 de área privativa, 170.00 de área do terreno, 2 qto(s), WC, 1 sala(s), cozinha.",55974.21,101000.0,44.58,Venda Online,Ver foto,IMPERATRIZ,MA
8444406415391,"RUA PROJETADA 1, N. 03, QUADRA A LOTE 3",PARQUE ALVORADA,"Casa, 0.00 de área total, 71.10 de área privativa, 251.10 de área do terreno, 1 qto(s), a.serv, 1 suite(s), WC, 1 sala(s), cozinha.",70937.6,128000.0,44.58,Venda Online,Ver foto,IMPERATRIZ,MA
