link,endereco,bairro,descricao,preco,valor,desconto,modalidade,foto,cidade,estado
1444407474466,"R DIAS CARNEIRO, N. 2180",,"Casa, 0.00 de área total, 242.65 de área privativa, 372.73 de área do terreno, 2 qto(s), a.serv, WC, 1 sala(s), cozinha.",209304.0,324000.0,35.4,Venda Online,Ver foto,BACABAL,MA
10004595,"RUA 10, N. S/N, QUADRA 41 LOTE 03",,"Terreno, 0.00 de área total, 675.00 de área privativa, 675.00 de área do terreno.",26448.14,36445.0,27.43,Venda Online,,BALSAS,MA
10004596,"RUA 10, N. 04, QUADRA 41 LOTE 04",,"Terreno, 0.00 de área total, 675.00 de área privativa, 675.00 de área do terreno.",21771.0,30000.0,27.43,Venda Online,,BALSAS,MA
10004597,"RUA 10, N. 0, QUADRA 41 LOTE 05",,"Terreno, 0.00 de área total, 900.00 de área privativa, 900.00 de área do terreno.",34688.46,47800.0,27.43,Venda Online,,BALSAS,MA
10004598,"RUA 10, N. S/N, QUADRA 41 LOTE 06 LAGOA DO CAETANO",,"Terreno, 0.00 de área total, 900.00 de área privativa, 900.00 de área do terreno.",34107.9,47000.0,27.43,Venda Online,,BALSAS,MA
10005865,"AVENIDA 02, N. S/N, LT 23, QD 39",,"Terreno, 0.00 de área total, 657.62 de área privativa, 657.62 de área do terreno.",32667.22,52660.0,37.97,Venda Online,Ver foto,BALSAS,MA
10005866,"AVENIDA 02, N. S/N, LT 22 QD 39",,"Terreno, 0.00 de área total, 675.00 de área privativa, 675.00 de área do terreno.",24314.66,41790.0,41.82,Venda Online,Ver foto,BALSAS,MA
10005867,"AVENIDA 02, N. S/N, LT 21 QD 39",,"Terreno, 0.00 de área total, 675.00 de área privativa, 675.00 de área do terreno.",24314.66,41790.0,41.82,Venda Online,Ver foto,BALSAS,MA
10005868,"AVENIDA 02, N. 20, LT20 QD39",,"Terreno, 0.00 de área total, 675.00 de área privativa, 675.00 de área do terreno.",24314.66,41790.0,41.82,Venda Online,Ver foto,BALSAS,MA
10005869,"AVENIDA 02, N. S/N, LT19 QD39",,"Terreno, 0.00 de área total, 900.00 de área privativa, 900.00 de área do terreno.",23520.4,51000.0,53.89,Venda Online,Ver foto,BALSAS,MA
10005870,"AVENIDA 02, N. S/N, LT18 QD39",,"Terreno, 0.00 de área total, 900.00 de área privativa, 900.00 de área do terreno.",23520.4,51000.0,53.89,Venda Online,Ver foto,BALSAS,MA
10005871,"AVENIDA 02, N. S/N, LT17 QD39",,"Terreno, 0.00 de área total, 675.00 de área privativa, 675.00 de área do terreno.",24314.66,41790.0,41.82,Venda Online,Ver foto,BALSAS,MA
10005874,"AVENIDA 04, N. S/N, LT15 QD 39",,"Terreno, 0.00 de área total, 851.02 de área privativa, 851.02 de área do terreno.",31206.8,63000.0,50.47,Venda Online,Ver foto,BALSAS,MA
10005875,"AVENIDA 04, N. S/N, LT14 QD 39",,"Terreno, 0.00 de área total, 900.00 de área privativa, 900.00 de área do terreno.",23725.37,51000.0,53.48,Venda Online,Ver foto,BALSAS,MA
10011952,"RUA 08, N. SN, QD 61 LT 23 LOT PARQUE CIDADE MARAVILH",,"Terreno, 0.00 de área total, 0.00 de área privativa, 675.00 de área do terreno.",54804.86,75520.0,27.44,Venda Online,Ver foto,BALSAS,MA
10011953,"RUA 08, N. SN, QD 61 LT 24",,"Terreno, 0.00 de área total, 0.00 de área privativa, 657.62 de área do terreno.",63208.47,87100.0,27.43,Venda Online,Ver foto,BALSAS,MA
1444406008917,"AV SÃO RAIMUNDO DAS MANGABEIRAS, N. 299, QD 369 LT 14",,"Casa, 0.00 de área total, 203.05 de área privativa, 285.00 de área do terreno, 3 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha.",181852.88,281506.0,35.4,Venda Online,Ver foto,BALSAS,MA
1555538121631,"RUA 09 (ATUAL R DOS CURIÓS), N. 17, LT 17 QD 41 - DATA BACABA",,"Terreno, 0.00 de área total, 0.00 de área privativa, 8550.00 de área do terreno.",435977.5,622825.0,30.0,Venda Online,,BALSAS,MA
17751,"RUA 15 (ESQUINA COM RUA GALILEIA), N. 05, QUADRA 454",,"Terreno, 5000.00 de área total, 5000.00 de área privativa, 5000.00 de área do terreno.",346610.88,533247.5,35.0,Venda Online,Ver foto,BALSAS,MA
10011697,"RUA MILÃO, N. S/N, Apto QUAD, RA A LOTE 08B",,"Casa, 0.00 de área total, 112.29 de área privativa, 400.00 de área do terreno, 2 qto(s), varanda, a.serv, 1 suite(s), WC, 1 sala(s), cozinha.",140370.48,158000.0,11.16,Venda Online,,BARRA DO CORDA,MA
10011756,"RUA FREI JESUALDO, N. S/N, QD12 LT36",,"Terreno, 0.00 de área total, 300.00 de área privativa, 300.00 de área do terreno.",30327.11,44900.0,32.46,Venda Online,,BARRA DO CORDA,MA
1444406138586,"R JOSE MARIA DE MOURA, N. 60, QD 26 LT 05 ST 02-B LOT URB DA CIRA",,"Casa, 0.00 de área total, 193.14 de área privativa, 444.00 de área do terreno.",204136.0,316000.0,35.4,Venda Online,Ver foto,BARRA DO CORDA,MA
1444407532504,"RUA PARMA, N. 11 B, QD R",,"Casa, 0.00 de área total, 117.84 de área privativa, 0.00 de área do terreno.",104006.0,161000.0,35.4,Venda Online,Ver foto,BARRA DO CORDA,MA
1555516118883,"RUA SELMA BATISTA MACEDO, N. 03, LOT TERRA VILLE",,"Casa, 0.00 de área total, 91.45 de área privativa, 201.50 de área do terreno, 2 qto(s), WC, 1 sala(s), cozinha.",65824.9,100000.0,34.18,Venda Online,Ver foto,BARRA DO CORDA,MA
1555526447758,"RUA RIO TEFÉ, N. 542, BAIRRO TREZIDELA",,"Prédio, 0.00 de área total, 97.50 de área privativa, 153.92 de área do terreno, 2 qto(s), 1 suite(s), WC, 1 sala(s), cozinha.",297000.0,540000.0,45.0,Venda Online,Ver foto,BARRA DO CORDA,MA
1555504166810,"RUA SANTA ROSA, N. 333",CENTRO,"Casa, 232.56 de área total, 156.45 de área privativa, 232.56 de área do terreno, 2 qto(s), 1 suite(s), WC, 1 sala(s), cozinha.",63000.0,140000.0,55.0,Venda Online,Ver foto,BOM JARDIM,MA
8555519751666,"RUA SETE DE SETEMBRO, N. 201",CENTRO,"Casa, 0.00 de área total, 83.40 de área privativa, 0.00 de área do terreno, 2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",42950.5,77500.0,44.58,Venda Online,Ver foto,BOM JARDIM,MA
10004550,"AV J.K, N. 699",CENTRO,"Comercial, 0.00 de área total, 224.55 de área privativa, 287.00 de área do terreno, 2 qto(s), WC, 2 sala(s), cozinha.",187956.3,259000.0,27.43,Venda Online,Ver foto,BOM JESUS DAS SELVAS,MA
1444406050808,"Rua Barra do Corda, N. 25",,"Casa, 168.00 de área total, 126.00 de área privativa, 550.00 de área do terreno, 2 qto(s), a.serv, 1 suite(s), WC Emp, 2 sala(s), cozinha.",87210.0,135000.0,35.4,Venda Online,Ver foto,BOM JESUS DAS SELVAS,MA
1444402300346,"TRAV 31 DE JULHO, N. 35-A",CENTRO,"Casa, 0.00 de área total, 104.00 de área privativa, 397.68 de área do terreno.",134691.0,208500.0,35.4,Venda Online,Ver foto,BURITICUPU,MA
1444403004660,"RUA ESTEVAN ANGELO SOUSA, N. 370",,"Casa, 0.00 de área total, 149.00 de área privativa, 222.03 de área do terreno, 3 qto(s), varanda, 1 suite(s), WC, 2 sala(s), cozinha, Terraco.",85000.0,170000.0,50.0,Venda Online,Ver foto,BURITICUPU,MA
1444404522877,"RUA DO CAJUEIRO, N. 308",,"Casa, 0.00 de área total, 160.64 de área privativa, 382.93 de área do terreno, 2 qto(s), varanda, a.serv, 1 suite(s), WC, 1 sala(s), cozinha.",85000.0,132200.0,35.71,Venda Online,Ver foto,BURITICUPU,MA
1444406918263,"R SANTA CLARA, N. 105",CENTRO,"Casa, 0.00 de área total, 176.00 de área privativa, 221.37 de área do terreno, 3 qto(s), varanda, 1 suite(s), WC Emp, 2 sala(s), cozinha, Terraco.",135660.0,210000.0,35.4,Venda Online,Ver foto,BURITICUPU,MA
8444403914095,"RUA SÃO MARCOS, N. 101",CENTRO,"Casa, 0.00 de área total, 119.82 de área privativa, 158.18 de área do terreno, 3 qto(s), a.serv, WC, 2 sala(s), cozinha.",50152.96,88500.0,43.33,Venda Online,Ver foto,BURITICUPU,MA
8555503002030,"RUA DIOLINO FEITOSA, N. 17",CENTRO,"Casa, 0.00 de área total, 69.68 de área privativa, 0.00 de área do terreno, 3 qto(s), WC, 2 sala(s), cozinha.",17001.01,30000.0,43.33,Venda Online,Ver foto,BURITIRANA,MA
1555523414433,"AV LINDOLFO FLORIO, N. 00009",,"Outros, 0.00 de área total, 423.83 de área privativa, 3304.38 de área do terreno.",321000.0,535000.0,40.0,Venda Online,Ver foto,CAPINZAL DO NORTE,MA
8444405998156,"R DO SOL, N. 126",,"Casa, 0.00 de área total, 70.17 de área privativa, 186.40 de área do terreno, 2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco.",41369.1,73000.0,43.33,Venda Online,Ver foto,CAPINZAL DO NORTE,MA
8444406479772,"RUA DO SOL, N. 124",CENTRO,"Casa, 0.00 de área total, 56.91 de área privativa, 0.00 de área do terreno, 2 qto(s), WC, 1 sala(s), cozinha.",15200.0,76000.0,80.0,Venda Online,Ver foto,CAPINZAL DO NORTE,MA
8444408114992,"RUA DO SOL, N. 132",,"Casa, 0.00 de área total, 56.91 de área privativa, 0.00 de área do terreno.",14580.0,72900.0,80.0,Venda Online,Ver foto,CAPINZAL DO NORTE,MA
8444408115000,"RUA DO SOL, N. 130",CENTRO,"Casa, 0.00 de área total, 56.91 de área privativa, 0.00 de área do terreno, 2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",13491.28,67456.4,80.0,Venda Online,Ver foto,CAPINZAL DO NORTE,MA
8444408239710,"R RAIMUNDO BATISTA, N. 315",CENTRO,"Casa, 0.00 de área total, 45.24 de área privativa, 200.00 de área do terreno, 2 qto(s), WC, 1 sala(s), cozinha.",29926.8,54000.0,44.58,Venda Online,Ver foto,CAPINZAL DO NORTE,MA
8444408386003,"RUA DO SOL, N. 136",CENTRO,"Casa, 0.00 de área total, 56.91 de área privativa, 0.00 de área do terreno, 2 qto(s), WC, 1 sala(s), cozinha.",15600.0,78000.0,80.0,Venda Online,Ver foto,CAPINZAL DO NORTE,MA
8444410528502,"R RAIMUNDO BATISTA, N. S/N, QD 11 LT 345",,"Casa, 0.00 de área total, 45.24 de área privativa, 160.00 de área do terreno, 2 qto(s), WC, 1 sala(s), cozinha.",33252.01,60000.0,44.58,Venda Online,Ver foto,CAPINZAL DO NORTE,MA
8444410567079,"R RAIMUNDO BATISTA, N. 357, LT 357 Q11",CENTRO,"Casa, 0.00 de área total, 45.24 de área privativa, 160.00 de área do terreno, 2 qto(s), WC, 1 sala(s), cozinha, Terraco.",29926.8,54000.0,44.58,Venda Online,Ver foto,CAPINZAL DO NORTE,MA
8444410742997,"R RAIMUNDO BATISTA, N. S/N, QD 11 LT 341",,"Casa, 0.00 de área total, 45.24 de área privativa, 160.00 de área do terreno, 2 qto(s), WC, 1 sala(s), cozinha.",29372.6,53000.0,44.58,Venda Online,Ver foto,CAPINZAL DO NORTE,MA
8444414340583,"RUA JOAQUIM BORGES DA COSTA, N. 74",CENTRO,"Casa, 173.70 de área total, 111.33 de área privativa, 0.00 de área do terreno, 3 qto(s), WC, 1 sala(s), cozinha.",53412.89,95500.0,44.08,Venda Online,Ver foto,CAPINZAL DO NORTE,MA
10002319,"BR 316 (AV CENTRAL), N. S/N, QD 368 LT 78",PAI GERALDO,"Terreno, 0.00 de área total, 0.00 de área privativa, 3150.00 de área do terreno.",451466.03,631000.0,28.46,Venda Online,Ver foto,CAXIAS,MA
1444400520969,"RUA 07, N. 06, LOTE 06; QUADRA 14",SERIEMA,"Casa, 0.00 de área total, 49.00 de área privativa, 0.00 de área do terreno, 2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco.",63000.0,180000.0,65.0,Venda Online,Ver foto,CAXIAS,MA
1444401604317,"RUA 06, N. 11, LOTE 11 QD 09",ITAPECURUZINHO,"Casa, 0.00 de área total, 38.67 de área privativa, 300.00 de área do terreno, 2 qto(s), a.serv, WC, 1 sala(s), cozinha.",104458.2,161700.0,35.4,Venda Online,Ver foto,CAXIAS,MA
1444405570450,"RUA SESGINANDO MOURA, N. 1085",PONTE,"Casa, 0.00 de área total, 289.55 de área privativa, 619.00 de área do terreno, 2 qto(s), a.serv, 1 suite(s), WC, 2 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.",235144.0,364000.0,35.4,Venda Online,Ver foto,CAXIAS,MA
1444405979510,"TRAVESSA DA ARUEIRA, N. 222",CENTRO,"Casa, 0.00 de área total, 189.68 de área privativa, 224.00 de área do terreno, 2 qto(s), 1 suite(s), WC, 1 sala(s), cozinha.",172482.0,267000.0,35.4,Venda Online,Ver foto,CAXIAS,MA
1444406426174,"RUA ELMIRO FERREIRA DE CASTRO, N. 05, QUADRA 02 ; LOTE 05",ITAPECURUZINHO,"Casa, 0.00 de área total, 225.11 de área privativa, 414.00 de área do terreno, 3 qto(s), a.serv, WC, 1 sala(s), cozinha.",85400.0,213500.0,60.0,Venda Online,Ver foto,CAXIAS,MA
1444408159130,"RUA SAO BENEDITO, N. 1443",ITAPECURUZINHO,"Casa, 0.00 de área total, 106.90 de área privativa, 290.00 de área do terreno, 2 qto(s), a.serv, 1 suite(s), WC, 1 sala(s).",96900.0,150000.0,35.4,Venda Online,Ver foto,CAXIAS,MA
8555509151593,"RUA SERGINANDO MOURA, N. 825",PONTE,"Casa, 186.35 de área total, 186.35 de área privativa, 280.00 de área do terreno, 1 qto(s), 2 suite(s), WC, 1 sala(s), cozinha.",76400.0,191000.0,60.0,Venda Online,Ver foto,CAXIAS,MA
1157600301694,"RUA 03 QD 01, N. 14, BAIRRO BOA VISTA",,"Casa, 0.00 de área total, 192.52 de área privativa, 1184.40 de área do terreno, 2 qto(s), varanda, 1 suite(s), WC, 3 sala(s), cozinha.",60900.0,174000.0,65.0,Venda Online,Ver foto,CHAPADINHA,MA
1444408896666,"R CUNHA MACHADO, N. 1322, ANTERIOR 1320",,"Casa, 0.00 de área total, 110.94 de área privativa, 393.21 de área do terreno, 2 qto(s), WC, 2 sala(s), cozinha.",83980.0,130000.0,35.4,Venda Online,Ver foto,CHAPADINHA,MA
8444400415713,"RUA 04 DE ABRIL, N. 03, BAIRRO NOVO CASTELO",,"Casa, 0.00 de área total, 70.00 de área privativa, 235.00 de área do terreno, 3 qto(s), varanda, WC, 1 sala(s), cozinha.",41322.62,72000.0,42.61,Venda Online,Ver foto,CHAPADINHA,MA
8444400674344,"RUA 04 DE ABRIL, N. 10, CASA",,"Casa, 0.00 de área total, 70.00 de área privativa, 200.00 de área do terreno, 3 qto(s), WC, 1 sala(s), cozinha, Terraco.",41369.1,73000.0,43.33,Venda Online,Ver foto,CHAPADINHA,MA
8444404013555,"RUA DO FIO, N. 420",,"Casa, 0.00 de área total, 61.43 de área privativa, 0.00 de área do terreno, 2 qto(s), WC, 2 sala(s).",45167.3,81500.0,44.58,Venda Online,Ver foto,CHAPADINHA,MA
8555506005227,"RUA 7 DE SETEMBRO, N. 361",,"Casa, 0.00 de área total, 70.00 de área privativa, 0.00 de área do terreno, 4 qto(s), WC, 2 sala(s), cozinha.",55095.28,94500.0,41.7,Venda Online,Ver foto,CHAPADINHA,MA
1555533649778,"AV MAL CASTELO BRANCO, N. S/N, SÃO PEDRO",CENTRO,"Terreno, 0.00 de área total, 0.00 de área privativa, 56729.41 de área do terreno.",774399.76,1405000.0,44.89,Venda Online,Ver foto,CODO,MA
16133,"RUA DA PAZ (POR TRÁS DAS INDUSTRIAS FIGUEIREDO), N. S/N, (R da Paz, S/N, Santa Teresinha)",,"Terreno, 103300.00 de área total, 0.00 de área privativa, 103300.00 de área do terreno.",1469000.0,2260000.0,35.0,Venda Online,Ver foto,CODO,MA
8076600004019,"AV TIMBIRA (ANTIGA PALMEIRA TORTA), N. 04",CENTRO,"Casa, 0.00 de área total, 107.25 de área privativa, 0.00 de área do terreno, 1 qto(s), 1 suite(s), WC, 1 sala(s), cozinha, Terraco.",27424.53,85700.0,68.0,Venda Online,Ver foto,CODO,MA
1444405568358,"AV CORONEL TRAJANO BRANDAO, N. 458",CENTRO,"Comercial, 186.65 de área total, 169.00 de área privativa, 193.50 de área do terreno, 3 qto(s), WC, 2 sala(s), cozinha, Terraco.",243000.0,405000.0,40.0,Venda Online,Ver foto,COLINAS,MA
8444407403486,"R PRINCIPAL, N. 58",,"Casa, 0.00 de área total, 80.70 de área privativa, 300.00 de área do terreno, 2 qto(s), a.serv, WC, 1 sala(s), cozinha.",50986.4,92000.0,44.58,Venda Online,Ver foto,COLINAS,MA
1555526822753,"AVENIDA DA BANDEIRA, N. 00",CENTRO,"Casa, 0.00 de área total, 87.16 de área privativa, 181.00 de área do terreno, 2 qto(s), WC, 1 sala(s), cozinha.",73287.26,176000.0,58.36,Venda Online,Ver foto,COROATA,MA
8444406103071,"RUA DO CAJUEIRO, N. 126",,"Casa, 0.00 de área total, 88.90 de área privativa, 154.00 de área do terreno, 2 qto(s), a.serv, WC, 1 sala(s), cozinha.",48169.5,85000.0,43.33,Venda Online,Ver foto,COROATA,MA
8444407831682,"RUA DO CAJUEIRINHO, N. 13",CENTRO,"Casa, 0.00 de área total, 115.20 de área privativa, 0.00 de área do terreno, 2 qto(s), 1 suite(s), WC, cozinha, Terraco.",39669.0,70000.0,43.33,Venda Online,Ver foto,COROATA,MA
8555502504873,"R DO FIO, N. 193",CENTRO,"Casa, 0.00 de área total, 96.00 de área privativa, 128.00 de área do terreno, 1 qto(s), a.serv, 1 suite(s), WC, 1 sala(s), cozinha.",26430.75,62150.0,57.48,Venda Online,Ver foto,COROATA,MA
8555514953384,"TRAV VIRIATO CORREA, N. 159",,"Casa, 0.00 de área total, 102.14 de área privativa, 143.13 de área do terreno, 1 qto(s), varanda, a.serv, 1 suite(s), WC, 1 sala(s), cozinha.",52136.41,92000.0,43.33,Venda Online,Ver foto,COROATA,MA
1555522485892,"RUA DA ALEGRIA, N. 94",,"Casa, 0.00 de área total, 63.57 de área privativa, 0.00 de área do terreno, 1 qto(s), WC, 1 sala(s), cozinha.",30578.62,122314.48,75.0,Venda Online,Ver foto,CURURUPU,MA
1555528760445,"R JOSÉ BONIFÁCIO, N. 99, ATUAL 99-A",,"Casa, 0.00 de área total, 217.08 de área privativa, 540.00 de área do terreno, varanda, a.serv, 3 suite(s), WC, 2 sala(s), cozinha.",107192.21,193000.0,44.46,Venda Online,Ver foto,DAVINOPOLIS,MA
10002165,"ROD BR 230, N. s/n, PARTE DA GLEBA DE TERRAS FEIO",,"Imóvel rural, 0.00 de área total, 0.00 de área privativa, 777061.75 de área do terreno.",818408.71,1127750.74,27.44,Venda Online,Ver foto,ESTREITO,MA
1444400051519,"RUA NOVA 07, N. 675, (QD 06, SETOR 04)",CENTRO,"Casa, 0.00 de área total, 84.57 de área privativa, 0.00 de área do terreno, 2 qto(s), WC, 1 sala(s), cozinha.",63954.01,99000.0,35.4,Venda Online,Ver foto,ESTREITO,MA
1444406457843,"RUA JOAO BATISTA DE SOUSA, N. 1166",CENTRO,"Comercial, 0.00 de área total, 180.46 de área privativa, 214.15 de área do terreno, 3 qto(s), varanda, 1 suite(s), WC, cozinha.",250002.0,387000.0,35.4,Venda Online,Ver foto,ESTREITO,MA
1444406700926,"ROD BR 230, N. SN",CENTRO,"Terreno, 0.00 de área total, 0.00 de área privativa, 9165.00 de área do terreno.",366605.0,567500.0,35.4,Venda Online,Ver foto,ESTREITO,MA
1444408685606,"RUA 1002, N. S/N, QD 34 LOTE 03",CENTRO,"Casa, 0.00 de área total, 110.46 de área privativa, 360.00 de área do terreno, 2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.",82688.0,128000.0,35.4,Venda Online,Ver foto,ESTREITO,MA
1555518255926,"RUA 13, N. SN, QUADRA 38 PARTE DO LOTE 02",,"Terreno, 0.00 de área total, 240.00 de área privativa, 0.00 de área do terreno.",41655.01,75000.0,44.46,Venda Online,,ESTREITO,MA
1555518500238,"RUA 14 (ESCADINHA) SETOR 2 QD 10, N. 31, BAIRRO DA AREIA",,"Casa, 265.35 de área total, 63.00 de área privativa, 265.35 de área do terreno, 2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.",14200.0,71000.0,80.0,Venda Online,Ver foto,ESTREITO,MA
1555528079101,"RUA 02, N. S/N, LOTE 06 QUADRA 37-A SETOR 03",CENTRO,"Terreno, 0.00 de área total, 0.00 de área privativa, 205.80 de área do terreno.",69980.41,126000.0,44.46,Venda Online,Ver foto,ESTREITO,MA
1555529465250,"RODOVIA BR 230, N. S/N",,"Terreno, 0.00 de área total, 0.00 de área privativa, 7977.00 de área do terreno.",487575.0,886500.0,45.0,Venda Online,Ver foto,ESTREITO,MA
1555533616462,"RUA 08, N. S/N, LOTE 259 (ATUAL 7) SETOR 01",,"Terreno, 0.00 de área total, 0.00 de área privativa, 346.00 de área do terreno.",46653.61,84000.0,44.46,Venda Online,Ver foto,ESTREITO,MA
18114,"RUA ARACAJU QD 03 LT 13, N. 13, RES BELO HORIZONTE",,"Terreno, 0.00 de área total, 0.00 de área privativa, 250.00 de área do terreno.",21956.6,30255.75,27.43,Venda Online,,ESTREITO,MA
18150,"BR 230 SN, MATRICULA 7670",,"Terreno, 0.00 de área total, 0.00 de área privativa, 8410.60 de área do terreno.",370107.01,510000.0,27.43,Venda Online,Ver foto,ESTREITO,MA
8444404779027,"RUA IPE, N. 05, LOTE 05 QUADRA 01",,"Casa, 0.00 de área total, 51.80 de área privativa, 220.00 de área do terreno, 2 qto(s), a.serv, WC, 1 sala(s), cozinha.",28335.0,50000.0,43.33,Venda Online,Ver foto,ESTREITO,MA
8444409528790,"RUA O, N. SN, QD 06 LOTE C",CENTRO,"Casa, 0.00 de área total, 75.00 de área privativa, 0.00 de área do terreno, 2 qto(s), a.serv, 1 suite(s), WC, 1 sala(s), cozinha.",64600.0,100000.0,35.4,Venda Online,Ver foto,ESTREITO,MA
1444403689875,"RUA SÃO DOMINGOS, N. 557",CENTRO,"Casa, 0.00 de área total, 119.41 de área privativa, 0.00 de área do terreno, 4 qto(s), WC, 2 sala(s), cozinha.",46835.01,72500.0,35.4,Venda Online,,FORTUNA,MA
1444403754740,"RUA SANTA ISABEL, N. 09",CENTRO,"Casa, 83.00 de área total, 64.40 de área privativa, 175.00 de área do terreno, 3 qto(s), WC, 2 sala(s), cozinha.",46024.08,70000.0,34.26,Venda Online,Ver foto,FORTUNA,MA
1444406418180,"RUA CASTRO ALVES, N. 15",CENTRO,"Casa, 356.00 de área total, 150.12 de área privativa, 356.00 de área do terreno, 3 qto(s), varanda, WC, 2 sala(s), cozinha.",48000.0,120000.0,60.0,Venda Online,Ver foto,FORTUNA,MA
1444406495850,"RUA FRANCA LINDOURO, N. 52",CENTRO,"Comercial, 0.00 de área total, 256.06 de área privativa, 0.00 de área do terreno.",13800.0,69000.0,80.0,Venda Online,,FORTUNA,MA
1444407293127,"R DA GLÓRIA, N. 80",CENTRO,"Casa, 0.00 de área total, 178.45 de área privativa, 442.75 de área do terreno, 3 qto(s), 1 suite(s), WC, 3 sala(s).",69122.0,107000.0,35.4,Venda Online,Ver foto,FORTUNA,MA
1444407420552,"TRAVESSA SÃO FRANCISCO, N. 20",CENTRO,"Casa, 350.00 de área total, 113.75 de área privativa, 350.00 de área do terreno, 3 qto(s), WC, 2 sala(s).",15800.0,79000.0,80.0,Venda Online,Ver foto,FORTUNA,MA
8444402591675,"RUA SANTA IZABEL, N. 2",CENTRO,"Casa, 0.00 de área total, 123.47 de área privativa, 288.00 de área do terreno, 2 qto(s), a.serv, 1 suite(s), WC, 2 sala(s), cozinha, 1 vaga(s) de garagem.",53285.53,92000.0,42.09,Venda Online,,FORTUNA,MA
8444408066513,"RUA 21 DE ABRIL, N. SN",CENTRO,"Casa, 0.00 de área total, 97.78 de área privativa, 0.00 de área do terreno, 2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",14200.0,71000.0,80.0,Venda Online,Ver foto,FORTUNA,MA
8444408873265,"RUA NILLO PACHECO, N. 17",CENTRO,"Casa, 0.00 de área total, 62.00 de área privativa, 290.00 de área do terreno, 2 qto(s), WC, 1 sala(s), cozinha.",35985.45,63500.0,43.33,Venda Online,Ver foto,FORTUNA,MA
1444404777107,"RUA COELHO NETO, N. 307",CENTRO,"Casa, 0.00 de área total, 114.24 de área privativa, 264.00 de área do terreno, 1 qto(s), varanda, a.serv, 1 suite(s), WC, 1 sala(s), cozinha.",60724.0,94000.0,35.4,Venda Online,Ver foto,GONCALVES DIAS,MA
1444405386020,"AV BENTO CHAVES, N. 50",CENTRO,"Casa, 0.00 de área total, 0.00 de área privativa, 334.00 de área do terreno, 2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",52972.0,82000.0,35.4,Venda Online,,GONCALVES DIAS,MA
1444405731844,"AV PEDRO AFONSO, N. 282",CENTRO,"Casa, 0.00 de área total, 97.78 de área privativa, 0.00 de área do terreno, 2 qto(s), a.serv, 1 suite(s), WC, 2 sala(s), cozinha, 1 vaga(s) de garagem.",97546.0,151000.0,35.4,Venda Online,Ver foto,GONCALVES DIAS,MA
1444405966108,"RUA CRISTINO CRUZ, N. 56",CENTRO,"Casa, 0.00 de área total, 99.00 de área privativa, 0.00 de área do terreno, 2 qto(s), 1 suite(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",59432.01,92000.0,35.4,Venda Online,Ver foto,GONCALVES DIAS,MA
8444406751880,"RUA SAO JOSE, N. 2586",CENTRO,"Casa, 0.00 de área total, 72.00 de área privativa, 0.00 de área do terreno, 3 qto(s), a.serv, 1 suite(s), WC, 1 sala(s), cozinha.",39669.0,70000.0,43.33,Venda Online,Ver foto,GONCALVES DIAS,MA
1444401553097,"AVENIDA MARANHÃO, N. 363",CENTRO,"Casa, 143.84 de área total, 143.84 de área privativa, 199.39 de área do terreno, 1 qto(s), a.serv, 2 suite(s), WC, 2 sala(s), cozinha, Terraco.",45850.0,131000.0,65.0,Venda Online,Ver foto,GOVERNADOR ARCHER,MA
1444402714701,"RUA D, N. 09, QUADRA 03, CONJUNTO IPEM",CENTRO,"Casa, 0.00 de área total, 169.00 de área privativa, 0.00 de área do terreno, 2 qto(s), a.serv, 1 suite(s), WC, 2 sala(s), cozinha, 1 vaga(s) de garagem.",71060.0,110000.0,35.4,Venda Online,Ver foto,GOVERNADOR ARCHER,MA
1444403050211,"RUA SANTA LUZIA II, N. 372",CENTRO,"Casa, 0.00 de área total, 78.00 de área privativa, 0.00 de área do terreno, 2 qto(s), a.serv, WC, 2 sala(s), cozinha, Terraco.",55556.0,86000.0,35.4,Venda Online,Ver foto,GOVERNADOR ARCHER,MA
1444403507866,"R JOSÉ LOURENÇO, N. 361",CENTRO,"Casa, 0.00 de área total, 165.15 de área privativa, 671.90 de área do terreno, 3 qto(s), a.serv, 1 suite(s), WC, 3 sala(s), cozinha.",94962.0,147000.0,35.4,Venda Online,Ver foto,GOVERNADOR ARCHER,MA
1444404628217,"PRAÇA TIRADENTES, N. 50",CENTRO,"Casa, 0.00 de área total, 125.40 de área privativa, 0.00 de área do terreno, 2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.",72998.0,113000.0,35.4,Venda Online,Ver foto,GOVERNADOR ARCHER,MA
