link,endereco,bairro,descricao,preco,avaliacao,desconto,modalidade,foto,cidade,estado
10006382,"Rua 05 Lt 06 Qd C unid 06, Rod Lomanto JR",CENTRO,"Terreno, 0.00 de área total, 0.00 de área privativa, 571.27 de área do terreno.",47844.42,74000.0,35.35,Venda Direta Online,,SENHOR DO BONFIM,BA
10006533,"Rua 05 Lt 04 Qd C unid 04, Rod Lomanto JR",CENTRO,"Terreno, 0.00 de área total, 0.00 de área privativa, 528.25 de área do terreno.",44455.8,83700.0,46.89,Venda Direta Online,,SENHOR DO BONFIM,BA
10006534,"Rua 05 Lt 05 Qd C unid 05, Rod Lomanto JR",CENTRO,"Terreno, 0.00 de área total, 0.00 de área privativa, 571.50 de área do terreno.",51896.34,74000.0,29.87,Venda Direta Online,,SENHOR DO BONFIM,BA
1444403365964,"Qd B Lt 07, Atual rua Primeiro de Abril",CENTRO,"Terreno, 189.81 de área total, 0.00 de área privativa, 189.81 de área do terreno.",89337.55,166000.0,46.19,Venda Direta Online,,SENHOR DO BONFIM,BA
1444400708186,"R ALAGOAS, N. 15, LT 15 QD 15",CENTRO,"Casa, 0.00 de área total, 296.23 de área privativa, 0.00 de área do terreno, 4 qto(s), varanda, a.serv, 2 suite(s), WC, 3 sala(s), DCE, cozinha, 1 vaga(s) de garagem.",197676.0,306000.0,35.4,Venda Direta Online,Ver foto,SERRA DO RAMALHO,BA
1555535266612,"Rua José Martins de Oliveira, N. 37",CENTRO,"Prédio, 489.68 de área total, 489.68 de área privativa, 200.00 de área do terreno.",328241.41,591000.0,44.46,Venda Online,Ver foto,SERRINHA,BA
1555520100101,"Rua Aurélio Viana Qd 27 Lts 30 e 31, N. 70",NOVA TEIXEIRA,"Casa, 360.73 de área total, 360.73 de área privativa, 550.00 de área do terreno, 3 qto(s), varanda, a.serv, 2 suite(s), WC, 2 sala(s), cozinha, 2 vaga(s) de garagem.",284900.0,518000.0,45.0,Licitação Aberta,,TEIXEIRA DE FREITAS,BA
10008182,"Rua Domingos Evangelista, N. 137, Caldas do Jorro",CENTRO,"Comercial, 537.86 de área total, 537.86 de área privativa, 450.00 de área do terreno.",345366.88,475908.61,27.43,Venda Direta Online,Ver foto,TUCANO,BA
8444407487639,"R ANIBAL ESTEVES S/N, Atual Rua Maria Bittencourt Dantas",,"Casa, 82.74 de área total, 82.74 de área privativa, 103.84 de área do terreno, 2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",48169.5,85000.0,43.33,Venda Direta Online,Ver foto,TUCANO,BA
1444400940704,"Rua Roque Leal Andrade Quadra 2 Lote 57, N. 23",CENTRO,"Outros, 155.31 de área total, 155.31 de área privativa, 216.00 de área do terreno, 2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",61370.01,95000.0,35.4,Venda Direta Online,,UBAIRA,BA
10002665,"Rua Ednon Magalhaes, Ao lado do nº 28. Bairro Conceição",CENTRO,"Terreno, 54.70 de área total, 54.70 de área privativa, 110.00 de área do terreno.",66038.7,91000.0,27.43,Venda Direta Online,,UBAITABA,BA
10002992,"Rua José Guilherme Correia, N. 58, Bairro Orlando de Almeida Magalhães",CENTRO,"Comercial, 193.89 de área total, 193.89 de área privativa, 176.00 de área do terreno.",195939.0,270000.0,27.43,Venda Direta Online,,UBAITABA,BA
10005672,"LOTEAMENTO PRIMAVERA III QD 14 LT 13, LOTEAMENTO PRIMAVERA III",CENTRO,"Terreno, 0.00 de área total, 0.00 de área privativa, 250.00 de área do terreno.",29028.0,40000.0,27.43,Venda Direta Online,,UBATA,BA
10005673,LOTEAMENTO PRIMAVERA III QD 14 LT 14,CENTRO,"Terreno, 0.00 de área total, 0.00 de área privativa, 250.00 de área do terreno.",29673.06,41000.0,27.63,Venda Direta Online,,UBATA,BA
10005674,LOTEAMENTO PRIMAVERA III QD 14 LT 15,CENTRO,"Terreno, 0.00 de área total, 0.00 de área privativa, 250.00 de área do terreno.",24673.8,34000.0,27.43,Venda Direta Online,,UBATA,BA
10005676,LOTEAMENTO PRIMAVERA III QD 14 LT 16,CENTRO,"Terreno, 0.00 de área total, 0.00 de área privativa, 250.00 de área do terreno.",26125.2,36000.0,27.43,Venda Direta Online,,UBATA,BA
1555536897950,Rua Leonel Euzebio de Assunção s/n,CENTRO,"Comercial, 0.00 de área total, 180.00 de área privativa, 180.00 de área do terreno, WC, 2 sala(s), 1 vaga(s) de garagem.",118022.51,212500.0,44.46,Venda Direta Online,Ver foto,UBATA,BA
8323300000032,"Av Josias de Souza Rios, N. 491, ATUAL 1138",CENTRO,"Casa, 120.00 de área total, 120.00 de área privativa, 120.00 de área do terreno, 2 qto(s), a.serv, WC, 1 sala(s), cozinha.",37402.41,63000.0,40.64,Venda Direta Online,Ver foto,VARZEA DA ROCA,BA
10012088,"Rua Pastor Valdomiro Oliveira, N. 552, Apto 202",CANDEIAS,"Apartamento, 110.57 de área total, 110.57 de área privativa, 0.00 de área do terreno, 2 qto(s), varanda, a.serv, 1 suite(s), WC, 1 sala(s), DCE, cozinha.",297537.0,410000.0,27.43,Venda Direta Online,,VITORIA DA CONQUISTA,BA
1007900202710,"Rua Nilo Peçanha, N. 286, Apto 002",SUMARE,"Apartamento, 142.86 de área total, 111.20 de área privativa, 0.00 de área do terreno, 2 qto(s), varanda, 1 suite(s), WC, 1 sala(s), DCE, cozinha, 1 vaga(s) de garagem.",90300.0,258000.0,65.0,Venda Online,Ver foto,VITORIA DA CONQUISTA,BA
1444404131355,"AV BRAULINO SANTOS, N. 1125, Apto 303",CANDEIAS,"Apartamento, 159.70 de área total, 159.70 de área privativa, 0.00 de área do terreno, 2 qto(s), varanda, a.serv, 1 suite(s), WC, 1 sala(s), 1 lavabo(s), DCE, cozinha.",293284.0,454000.0,35.4,Venda Direta Online,Ver foto,VITORIA DA CONQUISTA,BA
1555526370119,"Rua G Sítio das Oliveiras Pov Lagoa de João Gomes, atual Rua dos Imborés",LAGOA DAS FLORES,"Terreno, 0.00 de área total, 0.00 de área privativa, 3001.50 de área do terreno.",219383.01,395000.0,44.46,Venda Online,,VITORIA DA CONQUISTA,BA
